cluster,rna_class,observed,expected,cluster_size,class_total,cluster_composition,class_distribution,log2_obs_expected,log2_or,p_value,descriptive_only,p_fdr,analysis,method,algorithm,run,q_family
0,ncRNA,86,82.55925155925156,1302,122,0.06605222734254992,0.7049180327868853,0.058906767743618,0.1922703618467866,0.5488231438604918,False,0.7056297563920608,global,SEG_intermediate,pam,k4,0.7786446009765071
3,diverse,2,3.517671517671518,144,47,0.01388888888888889,0.0425531914893617,-0.8146207693499078,-0.5795490045347919,0.5761988364431243,True,0.7152813142052578,global,SEG_intermediate,pam,k4,0.7978137735366336
2,ncRNA,8,9.891891891891891,156,122,0.05128205128205128,0.06557377049180328,-0.3062464726550926,-0.2738804913348317,0.6096963047424275,False,0.731635565690913,global,SEG_intermediate,pam,k4,0.8230900114022772
2,unknown,35,32.91891891891892,156,406,0.2243589743589744,0.08620689655172414,0.08843796466758395,0.1363487830908573,0.6823639849216496,False,0.792422692167077,global,SEG_intermediate,pam,k4,0.8649684315908235
0,pre-rRNA,80,80.52910602910603,1302,119,0.06144393241167435,0.6722689075630253,-0.00951031781617483,-0.03989377419473399,0.9196017003510566,False,1.0,global,SEG_intermediate,pam,k4,0.9783992031382008
2,diverse,3,3.810810810810811,156,47,0.01923076923076923,0.06382978723404255,-0.3451354860486878,-0.1785109408181194,1.0,True,1.0,global,SEG_intermediate,pam,k4,1.0
2,snRNA,8,8.27027027027027,156,102,0.05128205128205128,0.0784313725490196,-0.04793447706370198,0.02041595693521651,1.0,False,1.0,global,SEG_intermediate,pam,k4,1.0
2,snoRNA,3,3.324324324324324,156,41,0.01923076923076923,0.07317073170731707,-0.1480986389891339,0.03544676215797095,1.0,True,1.0,global,SEG_intermediate,pam,k4,1.0
3,unknown,31,30.38669438669439,144,406,0.2152777777777778,0.07635467980295567,0.02882847552942861,0.05493007707507268,0.9154606309415594,False,1.0,global,SEG_intermediate,pam,k4,0.9783992031382008
0,mRNA,413,502.7993762993763,1302,743,0.3172043010752688,0.5558546433378196,-0.2838410785147444,-1.28132092313281,4.980175028453626e-19,False,2.241078762804132e-17,global,SEG_intermediate,pam,k5,3.667219793679488e-17
0,tRNA,161,120.4553014553015,1302,178,0.1236559139784946,0.9044943820224719,0.4185627977526258,2.291375343218585,1.248198240319301e-13,False,2.808446040718427e-12,global,SEG_intermediate,pam,k5,4.212669061077641e-12
0,ribosomal protein,150,112.3347193347193,1302,166,0.1152073732718894,0.9036144578313253,0.4171586097533624,2.263038357205058,1.18116821042136e-12,False,1.771752315632039e-11,global,SEG_intermediate,pam,k5,2.7922750162058053e-11
2,mRNA,96,60.24324324324324,156,743,0.6153846153846154,0.1292059219380888,0.6722349650903536,1.466071322505842,1.821992015110875e-09,False,2.049741016999735e-08,global,SEG_intermediate,pam,k5,2.5013788682030658e-08
1,mRNA,89,57.15384615384615,148,743,0.6013513513513513,0.1197846567967698,0.6389547485688937,1.367248361639581,5.28926788003572e-08,False,4.760341092032148e-07,global,SEG_intermediate,pam,k5,5.492701260037094e-07
2,ribosomal protein,0,13.45945945945946,156,166,0,0,,-5.023288572497777,7.194082155102489e-07,True,5.395561616326867e-06,global,SEG_intermediate,pam,k5,6.6218256200375185e-06
2,tRNA,1,14.43243243243243,156,178,0.00641025641025641,0.005617977528089887,-3.851242566058604,-3.53131204216557,4.192760801287848e-06,True,2.695346229399331e-05,global,SEG_intermediate,pam,k5,3.393621666711715e-05
3,tRNA,2,13.32224532224532,144,178,0.01388888888888889,0.01123595505617977,-2.735765348638668,-2.648506313154114,0.0001312902059788159,True,0.0007385074086308394,global,SEG_intermediate,pam,k5,0.0008862088903570074
3,ribosomal protein,2,12.42411642411642,144,166,0.01388888888888889,0.01204819277108434,-2.635071349019195,-2.536175995773898,0.0002957675257345054,True,0.001478837628672527,global,SEG_intermediate,pam,k5,0.001886391305865743
3,mRNA,76,55.60914760914761,144,743,0.5277777777777778,0.1022880215343203,0.4506771952327187,0.8976175759449985,0.0003554242294201928,False,0.001599409032390868,global,SEG_intermediate,pam,k5,0.0021484598942563896
4,pre-rRNA,21,10.76195426195426,174,119,0.1206896551724138,0.1764705882352941,0.9644492473921303,1.232552646270596,0.002398008194206746,False,0.009810033521754871,global,SEG_intermediate,pam,k5,0.011701124321129302
2,pre-rRNA,2,9.64864864864865,156,119,0.01282051282051282,0.01680672268907563,-2.27032689840015,-2.136490625296487,0.004723136760186999,True,0.01771176285070125,global,SEG_intermediate,pam,k5,0.021372853495818262
1,ribosomal protein,4,12.76923076923077,148,166,0.02702702702702703,0.02409638554216868,-1.674599713205833,-1.692424863360203,0.005413965123367649,True,0.01874064850396494,global,SEG_intermediate,pam,k5,0.023000574196732772
4,unknown,23,36.71725571725572,174,406,0.132183908045977,0.05665024630541872,-0.6748243732068498,-0.8543427816183281,0.00631622178141257,False,0.02030214144025469,global,SEG_intermediate,pam,k5,0.026371853829609184
1,tRNA,5,13.69230769230769,148,178,0.03378378378378379,0.02808988764044944,-1.453365617937943,-1.497258522175005,0.007340942214426504,False,0.02202282664327951,global,SEG_intermediate,pam,k5,0.028864869872259554
4,snoRNA,9,3.707900207900208,174,41,0.05172413793103448,0.2195121951219512,1.279322584745543,1.601806429980211,0.009036292484989897,False,0.02541457261403408,global,SEG_intermediate,pam,k5,0.0345254571360463
4,tRNA,9,16.0977130977131,174,178,0.05172413793103448,0.05056179775280899,-0.8388588416027718,-0.9008235159825824,0.05417157348182012,False,0.1433953415695239,global,SEG_intermediate,pam,k5,0.15288841296262823
0,diverse,38,31.80561330561331,1302,47,0.02918586789554532,0.8085106382978723,0.2567180123703544,0.9754272392509824,0.05759355343235695,False,0.1439838835808924,global,SEG_intermediate,pam,k5,0.15921767331129397
1,pre-rRNA,4,9.153846153846153,148,119,0.02702702702702703,0.03361344537815126,-1.194378045166851,-1.158479144782393,0.07439131511778624,True,0.1594101416089349,global,SEG_intermediate,pam,k5,0.19008527926869848
3,ncRNA,4,9.130977130977131,144,122,0.02777777777777778,0.03278688524590164,-1.190769255235157,-1.154105942400959,0.07439139941750297,True,0.1594101416089349,global,SEG_intermediate,pam,k5,0.19008527926869848
4,ncRNA,17,11.03326403326403,174,122,0.09770114942528736,0.139344262295082,0.623675091608767,0.7932861209748516,0.07017218596857845,False,0.1594101416089349,global,SEG_intermediate,pam,k5,0.18666553044135814
0,unknown,288,274.7463617463617,1302,406,0.2211981566820277,0.7093596059113301,0.06796843486154272,0.2758415690969216,0.1205216345242904,False,0.2465215251633212,global,SEG_intermediate,pam,k5,0.27892149704192926
0,snoRNA,23,27.74532224532225,1302,41,0.01766513056835637,0.5609756097560976,-0.2706106979566644,-0.7366304167416352,0.128240198246058,False,0.2509047356988092,global,SEG_intermediate,pam,k5,0.289344179886649
0,snRNA,63,69.02494802494803,1302,102,0.04838709677419355,0.6176470588235294,-0.1317660678671728,-0.4020497717843112,0.1930918754623312,False,0.3618982850447899,global,SEG_intermediate,pam,k5,0.39441967738171685
4,ribosomal protein,10,15.01247401247401,174,166,0.05747126436781609,0.06024096385542169,-0.5861617485382488,-0.6207568156368387,0.2010546028026611,False,0.3618982850447899,global,SEG_intermediate,pam,k5,0.40713557067538875
4,snRNA,13,9.224532224532224,174,102,0.07471264367816093,0.1274509803921569,0.4949639640909103,0.6339519478973188,0.2108163081093867,False,0.3648743794200924,global,SEG_intermediate,pam,k5,0.4216326162187734
3,snoRNA,5,3.068607068607069,144,41,0.03472222222222222,0.1219512195121951,0.7043441725970083,0.9140836301224671,0.2278311857490974,False,0.3797186429151623,global,SEG_intermediate,pam,k5,0.4393887153732593
1,diverse,1,3.615384615384615,148,47,0.006756756756756757,0.02127659574468085,-1.854149133536545,-1.401794228470631,0.2588600357655543,True,0.4160250574803551,global,SEG_intermediate,pam,k5,0.4798092196112104
3,pre-rRNA,12,8.906444906444907,144,119,0.08333333333333333,0.1008403361344538,0.4301128197409421,0.5544676264212326,0.2779467297686534,False,0.4312966496410139,global,SEG_intermediate,pam,k5,0.49699084130818827
3,snRNA,10,7.634095634095634,144,102,0.06944444444444445,0.09803921568627451,0.3894708352435964,0.5110000637133008,0.3345802383283606,False,0.5018703574925409,global,SEG_intermediate,pam,k5,0.5669665126484772
1,snoRNA,1,3.153846153846154,148,41,0.006756756756756757,0.02439024390243903,-1.657112286476992,-1.19749195103058,0.3661158673547386,True,0.5314585171278463,global,SEG_intermediate,pam,k5,0.5909092173245313
1,ncRNA,7,9.384615384615385,148,122,0.0472972972972973,0.05737704918032787,-0.4229426973641901,-0.3912461109473898,0.4851460784895064,False,0.6822366728758684,global,SEG_intermediate,pam,k5,0.7250338073367162
0,ncRNA,86,82.55925155925156,1302,122,0.06605222734254992,0.7049180327868853,0.058906767743618,0.1922703618467866,0.5488231438604918,False,0.748395196173398,global,SEG_intermediate,pam,k5,0.7786446009765071
3,diverse,2,3.517671517671518,144,47,0.01388888888888889,0.0425531914893617,-0.8146207693499078,-0.5795490045347919,0.5761988364431243,True,0.7626161070570763,global,SEG_intermediate,pam,k5,0.7978137735366336
2,ncRNA,8,9.891891891891891,156,122,0.05128205128205128,0.06557377049180328,-0.3062464726550926,-0.2738804913348317,0.6096963047424275,False,0.7838952489545497,global,SEG_intermediate,pam,k5,0.8230900114022772
2,unknown,35,32.91891891891892,156,406,0.2243589743589744,0.08620689655172414,0.08843796466758395,0.1363487830908573,0.6823639849216496,False,0.852954981152062,global,SEG_intermediate,pam,k5,0.8649684315908235
1,unknown,29,31.23076923076923,148,406,0.1959459459459459,0.07142857142857142,-0.1069152039165119,-0.1278608212584337,0.7530389978742094,False,0.9158582406578223,global,SEG_intermediate,pam,k5,0.90903366360374
4,diverse,3,4.250519750519751,174,47,0.01724137931034483,0.06382978723404255,-0.5026767630351677,-0.3536185759827405,0.7951229080982793,True,0.93071552330198,global,SEG_intermediate,pam,k5,0.9254423475325637
4,mRNA,69,67.1943866943867,174,743,0.396551724137931,0.09286675639300135,0.03825564416088652,0.07229985523528852,0.8066201201950494,False,0.93071552330198,global,SEG_intermediate,pam,k5,0.9254423475325637
1,snRNA,8,7.846153846153846,148,102,0.05405405405405406,0.0784313725490196,0.02801437616959679,0.1071848863060201,0.8500969405760954,False,0.9563590581481074,global,SEG_intermediate,pam,k5,0.9557440759281498
0,pre-rRNA,80,80.52910602910603,1302,119,0.06144393241167435,0.6722689075630253,-0.00951031781617483,-0.03989377419473399,0.9196017003510566,False,0.9852875360904177,global,SEG_intermediate,pam,k5,0.9783992031382008
3,unknown,31,30.38669438669439,144,406,0.2152777777777778,0.07635467980295567,0.02882847552942861,0.05493007707507268,0.9154606309415594,False,0.9852875360904177,global,SEG_intermediate,pam,k5,0.9783992031382008
2,diverse,3,3.810810810810811,156,47,0.01923076923076923,0.06382978723404255,-0.3451354860486878,-0.1785109408181194,1.0,True,1.0,global,SEG_intermediate,pam,k5,1.0
2,snRNA,8,8.27027027027027,156,102,0.05128205128205128,0.0784313725490196,-0.04793447706370198,0.02041595693521651,1.0,False,1.0,global,SEG_intermediate,pam,k5,1.0
2,snoRNA,3,3.324324324324324,156,41,0.01923076923076923,0.07317073170731707,-0.1480986389891339,0.03544676215797095,1.0,True,1.0,global,SEG_intermediate,pam,k5,1.0
0,mRNA,413,502.7993762993763,1302,743,0.3172043010752688,0.5558546433378196,-0.2838410785147444,-1.28132092313281,4.980175028453626e-19,False,2.689294515364958e-17,global,SEG_intermediate,pam,k6,3.667219793679488e-17
0,tRNA,161,120.4553014553015,1302,178,0.1236559139784946,0.9044943820224719,0.4185627977526258,2.291375343218585,1.248198240319301e-13,False,3.370135248862113e-12,global,SEG_intermediate,pam,k6,4.212669061077641e-12
0,ribosomal protein,150,112.3347193347193,1302,166,0.1152073732718894,0.9036144578313253,0.4171586097533624,2.263038357205058,1.18116821042136e-12,False,2.126102778758447e-11,global,SEG_intermediate,pam,k6,2.7922750162058053e-11
5,mRNA,38,18.53638253638254,48,743,0.7916666666666666,0.05114401076716016,1.035639695953875,2.606108084182012,9.201498086398129e-09,False,1.242202241663747e-07,global,SEG_intermediate,pam,k6,1.1292747651488612e-07
1,mRNA,89,57.15384615384615,148,743,0.6013513513513513,0.1197846567967698,0.6389547485688937,1.367248361639581,5.28926788003572e-08,False,5.712409310438578e-07,global,SEG_intermediate,pam,k6,5.492701260037094e-07
2,ribosomal protein,0,9.318087318087318,108,166,0,0,,-4.452242176293206,6.578911510068326e-05,True,0.0005921020359061494,global,SEG_intermediate,pam,k6,0.00045938951061684
3,tRNA,2,13.32224532224532,144,178,0.01388888888888889,0.01123595505617977,-2.735765348638668,-2.648506313154114,0.0001312902059788159,True,0.001012810160408008,global,SEG_intermediate,pam,k6,0.0008862088903570074
3,ribosomal protein,2,12.42411642411642,144,166,0.01388888888888889,0.01204819277108434,-2.635071349019195,-2.536175995773898,0.0002957675257345054,True,0.001996430798707911,global,SEG_intermediate,pam,k6,0.001886391305865743
3,mRNA,76,55.60914760914761,144,743,0.5277777777777778,0.1022880215343203,0.4506771952327187,0.8976175759449985,0.0003554242294201928,False,0.002132545376521157,global,SEG_intermediate,pam,k6,0.0021484598942563896
2,tRNA,1,9.991683991683992,108,178,0.009259259259259259,0.005617977528089887,-3.320727849359824,-2.955865376867288,0.0004659670214712017,True,0.002516221915944489,global,SEG_intermediate,pam,k6,0.002695952052797667
2,mRNA,58,41.70686070686071,108,743,0.5370370370370371,0.07806191117092867,0.4757681761955491,0.9351612503192763,0.001100301533404001,False,0.005401480254892368,global,SEG_intermediate,pam,k6,0.006189196125397506
4,pre-rRNA,21,10.76195426195426,174,119,0.1206896551724138,0.1764705882352941,0.9644492473921303,1.232552646270596,0.002398008194206746,False,0.01079103687393036,global,SEG_intermediate,pam,k6,0.011701124321129302
1,ribosomal protein,4,12.76923076923077,148,166,0.02702702702702703,0.02409638554216868,-1.674599713205833,-1.692424863360203,0.005413965123367649,True,0.02248877820475793,global,SEG_intermediate,pam,k6,0.023000574196732772
4,unknown,23,36.71725571725572,174,406,0.132183908045977,0.05665024630541872,-0.6748243732068498,-0.8543427816183281,0.00631622178141257,False,0.02436256972830563,global,SEG_intermediate,pam,k6,0.026371853829609184
1,tRNA,5,13.69230769230769,148,178,0.03378378378378379,0.02808988764044944,-1.453365617937943,-1.497258522175005,0.007340942214426504,False,0.02642739197193541,global,SEG_intermediate,pam,k6,0.028864869872259554
4,snoRNA,9,3.707900207900208,174,41,0.05172413793103448,0.2195121951219512,1.279322584745543,1.601806429980211,0.009036292484989897,False,0.0304974871368409,global,SEG_intermediate,pam,k6,0.0345254571360463
5,ribosomal protein,0,4.141372141372141,48,166,0,0,,-3.23908882049049,0.01877131606503285,True,0.05771683036587665,global,SEG_intermediate,pam,k6,0.0647534625495539
5,tRNA,0,4.440748440748441,48,178,0,0,,-3.349647603337027,0.01923894345529222,True,0.05771683036587665,global,SEG_intermediate,pam,k6,0.06603196694401144
0,diverse,38,31.80561330561331,1302,47,0.02918586789554532,0.8085106382978723,0.2567180123703544,0.9754272392509824,0.05759355343235695,False,0.1487827988350059,global,SEG_intermediate,pam,k6,0.15921767331129397
1,pre-rRNA,4,9.153846153846153,148,119,0.02702702702702703,0.03361344537815126,-1.194378045166851,-1.158479144782393,0.07439131511778624,True,0.1487827988350059,global,SEG_intermediate,pam,k6,0.19008527926869848
2,pre-rRNA,2,6.679833679833679,108,119,0.01851851851851852,0.01680672268907563,-1.73981218170137,-1.558403825361804,0.06118312428478458,True,0.1487827988350059,global,SEG_intermediate,pam,k6,0.165746925319985
3,ncRNA,4,9.130977130977131,144,122,0.02777777777777778,0.03278688524590164,-1.190769255235157,-1.154105942400959,0.07439139941750297,True,0.1487827988350059,global,SEG_intermediate,pam,k6,0.19008527926869848
4,ncRNA,17,11.03326403326403,174,122,0.09770114942528736,0.139344262295082,0.623675091608767,0.7932861209748516,0.07017218596857845,False,0.1487827988350059,global,SEG_intermediate,pam,k6,0.18666553044135814
4,tRNA,9,16.0977130977131,174,178,0.05172413793103448,0.05056179775280899,-0.8388588416027718,-0.9008235159825824,0.05417157348182012,False,0.1487827988350059,global,SEG_intermediate,pam,k6,0.15288841296262823
5,ncRNA,0,3.043659043659044,48,122,0,0,,-2.759706548787532,0.07034944874798536,True,0.1487827988350059,global,SEG_intermediate,pam,k6,0.18666553044135814
5,pre-rRNA,0,2.968814968814969,48,119,0,0,,-2.721470676207979,0.0705180892778464,True,0.1487827988350059,global,SEG_intermediate,pam,k6,0.18666553044135814
5,unknown,5,10.12889812889813,48,406,0.1041666666666667,0.01231527093596059,-1.018477239248928,-1.105779849296738,0.07300611002610284,False,0.1487827988350059,global,SEG_intermediate,pam,k6,0.19008527926869848
2,unknown,30,22.79002079002079,108,406,0.2777777777777778,0.07389162561576355,0.3965602600299156,0.5719644791592016,0.08893675705931695,False,0.171520888614397,global,SEG_intermediate,pam,k6,0.21698425668086363
0,unknown,288,274.7463617463617,1302,406,0.2211981566820277,0.7093596059113301,0.06796843486154272,0.2758415690969216,0.1205216345242904,False,0.2244195953210924,global,SEG_intermediate,pam,k6,0.27892149704192926
0,snoRNA,23,27.74532224532225,1302,41,0.01766513056835637,0.5609756097560976,-0.2706106979566644,-0.7366304167416352,0.128240198246058,False,0.2308323568429045,global,SEG_intermediate,pam,k6,0.289344179886649
0,snRNA,63,69.02494802494803,1302,102,0.04838709677419355,0.6176470588235294,-0.1317660678671728,-0.4020497717843112,0.1930918754623312,False,0.3363535895150285,global,SEG_intermediate,pam,k6,0.39441967738171685
4,ribosomal protein,10,15.01247401247401,174,166,0.05747126436781609,0.06024096385542169,-0.5861617485382488,-0.6207568156368387,0.2010546028026611,False,0.3392796422294906,global,SEG_intermediate,pam,k6,0.40713557067538875
4,snRNA,13,9.224532224532224,174,102,0.07471264367816093,0.1274509803921569,0.4949639640909103,0.6339519478973188,0.2108163081093867,False,0.3449721405426328,global,SEG_intermediate,pam,k6,0.4216326162187734
3,snoRNA,5,3.068607068607069,144,41,0.03472222222222222,0.1219512195121951,0.7043441725970083,0.9140836301224671,0.2278311857490974,False,0.36184953030739,global,SEG_intermediate,pam,k6,0.4393887153732593
1,diverse,1,3.615384615384615,148,47,0.006756756756756757,0.02127659574468085,-1.854149133536545,-1.401794228470631,0.2588600357655543,True,0.3993840551811409,global,SEG_intermediate,pam,k6,0.4798092196112104
3,pre-rRNA,12,8.906444906444907,144,119,0.08333333333333333,0.1008403361344538,0.4301128197409421,0.5544676264212326,0.2779467297686534,False,0.4056519839866833,global,SEG_intermediate,pam,k6,0.49699084130818827
5,snoRNA,2,1.022869022869023,48,41,0.04166666666666666,0.04878048780487805,0.9673785784308019,1.322517070213317,0.2727194762375416,True,0.4056519839866833,global,SEG_intermediate,pam,k6,0.4941896549270889
3,snRNA,10,7.634095634095634,144,102,0.06944444444444445,0.09803921568627451,0.3894708352435964,0.5110000637133008,0.3345802383283606,False,0.4754561281508282,global,SEG_intermediate,pam,k6,0.5669665126484772
1,snoRNA,1,3.153846153846154,148,41,0.006756756756756757,0.02439024390243903,-1.657112286476992,-1.19749195103058,0.3661158673547386,True,0.5069296624911764,global,SEG_intermediate,pam,k6,0.5909092173245313
1,ncRNA,7,9.384615384615385,148,122,0.0472972972972973,0.05737704918032787,-0.4229426973641901,-0.3912461109473898,0.4851460784895064,False,0.6549472059608337,global,SEG_intermediate,pam,k6,0.7250338073367162
0,ncRNA,86,82.55925155925156,1302,122,0.06605222734254992,0.7049180327868853,0.058906767743618,0.1922703618467866,0.5488231438604918,False,0.7228402382552819,global,SEG_intermediate,pam,k6,0.7786446009765071
3,diverse,2,3.517671517671518,144,47,0.01388888888888889,0.0425531914893617,-0.8146207693499078,-0.5795490045347919,0.5761988364431243,True,0.7408270754268741,global,SEG_intermediate,pam,k6,0.7978137735366336
5,diverse,0,1.172557172557173,48,47,0,0,,-1.332534750178988,0.6294507419665458,True,0.7904730247951971,global,SEG_intermediate,pam,k6,0.8330965702498401
2,ncRNA,8,6.848232848232848,108,122,0.07407407407407407,0.06557377049180328,0.2242682440436872,0.3306464448739004,0.6822400160706674,False,0.8372945651776373,global,SEG_intermediate,pam,k6,0.8649684315908235
1,unknown,29,31.23076923076923,148,406,0.1959459459459459,0.07142857142857142,-0.1069152039165119,-0.1278608212584337,0.7530389978742094,False,0.8471688726084856,global,SEG_intermediate,pam,k6,0.90903366360374
2,diverse,3,2.638253638253638,108,47,0.02777777777777778,0.06382978723404255,0.1853792306500922,0.4020922145108998,0.7450288610257292,True,0.8471688726084856,global,SEG_intermediate,pam,k6,0.902052881062542
2,snoRNA,1,2.301455301455301,108,41,0.009259259259259259,0.02439024390243903,-1.20254642301151,-0.7082583784217067,0.7260550372699177,True,0.8471688726084856,global,SEG_intermediate,pam,k6,0.8932122337262475
5,snRNA,3,2.544698544698545,48,102,0.0625,0.02941176470588235,0.2374677417985464,0.4585695058220368,0.739043575268781,True,0.8471688726084856,global,SEG_intermediate,pam,k6,0.9001884149890415
4,diverse,3,4.250519750519751,174,47,0.01724137931034483,0.06382978723404255,-0.5026767630351677,-0.3536185759827405,0.7951229080982793,True,0.8711497298106533,global,SEG_intermediate,pam,k6,0.9254423475325637
4,mRNA,69,67.1943866943867,174,743,0.396551724137931,0.09286675639300135,0.03825564416088652,0.07229985523528852,0.8066201201950494,False,0.8711497298106533,global,SEG_intermediate,pam,k6,0.9254423475325637
1,snRNA,8,7.846153846153846,148,102,0.05405405405405406,0.0784313725490196,0.02801437616959679,0.1071848863060201,0.8500969405760954,False,0.9001026429629246,global,SEG_intermediate,pam,k6,0.9557440759281498
0,pre-rRNA,80,80.52910602910603,1302,119,0.06144393241167435,0.6722689075630253,-0.00951031781617483,-0.03989377419473399,0.9196017003510566,False,0.9369526758293784,global,SEG_intermediate,pam,k6,0.9783992031382008
3,unknown,31,30.38669438669439,144,406,0.2152777777777778,0.07635467980295567,0.02882847552942861,0.05493007707507268,0.9154606309415594,False,0.9369526758293784,global,SEG_intermediate,pam,k6,0.9783992031382008
2,snRNA,5,5.725571725571726,108,102,0.04629629629629629,0.04901960784313725,-0.1954916654775598,-0.0936122520848479,1.0,False,1.0,global,SEG_intermediate,pam,k6,1.0
3,mRNA,413,502.7993762993763,1302,743,0.3172043010752688,0.5558546433378196,-0.2838410785147444,-1.28132092313281,4.980175028453626e-19,False,1.792863010243305e-17,global,SEG_intermediate,hierarchical,k4,3.3616181442061976e-17
3,tRNA,161,120.4553014553015,1302,178,0.1236559139784946,0.9044943820224719,0.4185627977526258,2.291375343218585,1.248198240319301e-13,False,2.246756832574742e-12,global,SEG_intermediate,hierarchical,k4,4.212669061077641e-12
3,ribosomal protein,150,112.3347193347193,1302,166,0.1152073732718894,0.9036144578313253,0.4171586097533624,2.263038357205058,1.18116821042136e-12,False,1.417401852505632e-11,global,SEG_intermediate,hierarchical,k4,2.7718198709218346e-11
1,mRNA,96,60.24324324324324,156,743,0.6153846153846154,0.1292059219380888,0.6722349650903536,1.466071322505842,1.821992015110875e-09,False,1.639792813599788e-08,global,SEG_intermediate,hierarchical,k4,2.5891465477891382e-08
1,ribosomal protein,0,13.45945945945946,156,166,0,0,,-5.023288572497777,7.194082155102489e-07,True,5.179739151673792e-06,global,SEG_intermediate,hierarchical,k4,6.88666762350906e-06
1,tRNA,1,14.43243243243243,156,178,0.00641025641025641,0.005617977528089887,-3.851242566058604,-3.53131204216557,4.192760801287848e-06,True,2.515656480772709e-05,global,SEG_intermediate,hierarchical,k4,3.6914524446121275e-05
4,mRNA,158,124.3482328482329,322,743,0.4906832298136646,0.2126514131897712,0.3455385532939316,0.7436829750565601,3.304285028360655e-05,False,0.0001699346586014051,global,SEG_intermediate,hierarchical,k4,0.0002455477865112046
2,tRNA,2,13.32224532224532,144,178,0.01388888888888889,0.01123595505617977,-2.735765348638668,-2.648506313154114,0.0001312902059788159,True,0.0005908059269046715,global,SEG_intermediate,hierarchical,k4,0.0009328514635336918
2,ribosomal protein,2,12.42411642411642,144,166,0.01388888888888889,0.01204819277108434,-2.635071349019195,-2.536175995773898,0.0002957675257345054,True,0.001183070102938021,global,SEG_intermediate,hierarchical,k4,0.0019477373645930844
2,mRNA,76,55.60914760914761,144,743,0.5277777777777778,0.1022880215343203,0.4506771952327187,0.8976175759449985,0.0003554242294201928,False,0.001279527225912694,global,SEG_intermediate,hierarchical,k4,0.0022668789435461114
4,tRNA,14,29.79002079002079,322,178,0.04347826086956522,0.07865168539325842,-1.089402303253369,-1.2827399520178,0.0004638590779575214,False,0.001518084255133706,global,SEG_intermediate,hierarchical,k4,0.002840020438330079
4,ribosomal protein,14,27.78170478170478,322,166,0.04347826086956522,0.08433734939759036,-0.9887083036338957,-1.161476536274097,0.002150897491718058,False,0.006452692475154174,global,SEG_intermediate,hierarchical,k4,0.011933061426654979
1,pre-rRNA,2,9.64864864864865,156,119,0.01282051282051282,0.01680672268907563,-2.27032689840015,-2.136490625296487,0.004723136760186999,True,0.01307945564359477,global,SEG_intermediate,hierarchical,k4,0.02376236506677931
4,unknown,52,67.94802494802495,322,406,0.1614906832298137,0.1280788177339902,-0.3859199933886591,-0.5489009774719966,0.01660400713161285,False,0.04269601833843305,global,SEG_intermediate,hierarchical,k4,0.06968521127775341
3,diverse,38,31.80561330561331,1302,47,0.02918586789554532,0.8085106382978723,0.2567180123703544,0.9754272392509824,0.05759355343235695,False,0.1382245282376567,global,SEG_intermediate,hierarchical,k4,0.18735252321369128
2,ncRNA,4,9.130977130977131,144,122,0.02777777777777778,0.03278688524590164,-1.190769255235157,-1.154105942400959,0.07439139941750297,True,0.1673806486893817,global,SEG_intermediate,hierarchical,k4,0.2282463391218841
3,unknown,288,274.7463617463617,1302,406,0.2211981566820277,0.7093596059113301,0.06796843486154272,0.2758415690969216,0.1205216345242904,False,0.2552222848749678,global,SEG_intermediate,hierarchical,k4,0.32798335319399796
3,snoRNA,23,27.74532224532225,1302,41,0.01766513056835637,0.5609756097560976,-0.2706106979566644,-0.7366304167416352,0.128240198246058,False,0.2564803964921161,global,SEG_intermediate,hierarchical,k4,0.33945934829838886
4,diverse,4,7.865904365904366,322,47,0.0124223602484472,0.0851063829787234,-0.9756126460222124,-0.9813002192885644,0.164604741048761,True,0.311882667250284,global,SEG_intermediate,hierarchical,k4,0.40402981893786793
3,snRNA,63,69.02494802494803,1302,102,0.04838709677419355,0.6176470588235294,-0.1317660678671728,-0.4020497717843112,0.1930918754623312,False,0.335109707346985,global,SEG_intermediate,hierarchical,k4,0.45501168579108203
4,pre-rRNA,25,19.91580041580042,322,119,0.07763975155279502,0.2100840336134454,0.3280146321222063,0.4523360407018193,0.2047892656009353,False,0.335109707346985,global,SEG_intermediate,hierarchical,k4,0.4725906129252353
4,snoRNA,10,6.861746361746362,322,41,0.03105590062111801,0.2439024390243902,0.5433522959247037,0.7452516765281454,0.2021849279374487,False,0.335109707346985,global,SEG_intermediate,hierarchical,k4,0.4706028495095788
2,snoRNA,5,3.068607068607069,144,41,0.03472222222222222,0.1219512195121951,0.7043441725970083,0.9140836301224671,0.2278311857490974,False,0.3566053342159786,global,SEG_intermediate,hierarchical,k4,0.5126201679354692
2,pre-rRNA,12,8.906444906444907,144,119,0.08333333333333333,0.1008403361344538,0.4301128197409421,0.5544676264212326,0.2779467297686534,False,0.4002432908668609,global,SEG_intermediate,hierarchical,k4,0.5893634845879824
4,snRNA,21,17.07068607068607,322,102,0.06521739130434782,0.2058823529411765,0.2988682864626896,0.4128010270855313,0.2769555564446636,False,0.4002432908668609,global,SEG_intermediate,hierarchical,k4,0.5893634845879824
2,snRNA,10,7.634095634095634,144,102,0.06944444444444445,0.09803921568627451,0.3894708352435964,0.5110000637133008,0.3345802383283606,False,0.4632649453777301,global,SEG_intermediate,hierarchical,k4,0.6668485559978488
