cluster,rna_class,observed,expected,cluster_size,class_total,cluster_composition,class_distribution,log2_obs_expected,log2_or,p_value,descriptive_only,p_fdr,analysis,method,algorithm,run,q_family
5,diverse,9,8.11018711018711,332,47,0.02710843373493976,0.1914893617021277,0.1501898021877919,0.2457539720972406,0.6970243308106343,False,0.8364291969727611,global,FLPS,pam,k6,0.8712804135132929
1,ncRNA,19,20.60810810810811,325,122,0.05846153846153846,0.1557377049180328,-0.1172126482650758,-0.1204514388297574,0.8028223058206854,False,0.8847429492717757,global,FLPS,pam,k6,0.9254423475325637
1,snRNA,18,17.22972972972973,325,102,0.05538461538461539,0.1764705882352941,0.06309683532504183,0.1097094659044924,0.7871537808740001,False,0.8847429492717757,global,FLPS,pam,k6,0.9240500905912176
2,ncRNA,18,19.72037422037422,311,122,0.05787781350482315,0.1475409836065574,-0.1316900224811347,-0.13526741804836,0.7991978418142051,False,0.8847429492717757,global,FLPS,pam,k6,0.9254423475325637
2,pre-rRNA,20,19.23544698544698,311,119,0.06430868167202572,0.1680672268907563,0.05623264521885828,0.09820117366931078,0.7981455303253441,False,0.8847429492717757,global,FLPS,pam,k6,0.9254423475325637
4,snoRNA,7,8.012474012474012,376,41,0.01861702127659574,0.1707317073170732,-0.194892850468075,-0.166438552520429,0.8428086107087726,False,0.8923855878092886,global,FLPS,pam,k6,0.9547901743693786
5,tRNA,29,30.71517671517671,332,178,0.08734939759036145,0.1629213483146068,-0.08289878341570833,-0.09155593885596398,0.8349748240769432,False,0.8923855878092886,global,FLPS,pam,k6,0.9485688744773129
1,pre-rRNA,19,20.10135135135135,325,119,0.05846153846153846,0.1596638655462185,-0.08129307401013285,-0.07512692913872154,0.8995068456826967,False,0.9341032628243389,global,FLPS,pam,k6,0.9701738282330018
2,unknown,65,65.62681912681913,311,406,0.2090032154340836,0.1600985221674877,-0.01384579051728238,-0.01431266216749402,1.0,False,1.0,global,FLPS,pam,k6,1.0
3,snoRNA,4,4.837318087318088,227,41,0.01762114537444934,0.0975609756097561,-0.2742074081389569,-0.1656227027341779,1.0,True,1.0,global,FLPS,pam,k6,1.0
1,ribosomal protein,16,91.54158004158005,1061,166,0.01508011310084826,0.0963855421686747,-2.516355288491648,-3.740433284515064,5.599134541235829e-38,False,2.015688434844898e-36,global,FLPS,hierarchical,k4,1.5117663261336737e-35
1,mRNA,485,409.731288981289,1061,743,0.4571159283694628,0.6527590847913862,0.243306679391171,0.9801133671468144,1.437239933070581e-12,False,2.587031879527047e-11,global,FLPS,hierarchical,k4,2.7718198709218346e-11
1,tRNA,56,98.15904365904366,1061,178,0.0527803958529689,0.3146067415730337,-0.8096943660535166,-1.555853460438104,2.633365598430335e-11,False,3.160038718116402e-10,global,FLPS,hierarchical,k4,4.740058077174604e-10
3,ribosomal protein,48,19.58523908523908,227,166,0.2114537444933921,0.2891566265060241,1.293267665853358,1.84858178121269,2.445199537018942e-10,False,2.200679583317048e-09,global,FLPS,hierarchical,k4,3.8835522058536145e-09
4,ribosomal protein,58,28.04054054054054,325,166,0.1784615384615384,0.3493975903614458,1.048538739634872,1.587966668185629,3.278521734451995e-09,False,2.360535648805436e-08,global,FLPS,hierarchical,k4,4.5786251808726135e-08
4,mRNA,91,125.5067567567568,325,743,0.28,0.1224764468371467,-0.4638265844856749,-0.8195962326301267,1.515651726943485e-05,False,9.093910361660909e-05,global,FLPS,hierarchical,k4,0.00012656473183754875
2,ribosomal protein,44,26.83264033264033,311,166,0.1414790996784566,0.2650602409638554,0.7135145009298121,1.01824867301053,0.0003673617987094753,False,0.001653128094192639,global,FLPS,hierarchical,k4,0.0023066903639897287
4,tRNA,48,30.06756756756757,325,178,0.1476923076923077,0.2696629213483146,0.6748262456089834,0.9767725280311075,0.0003342739237459592,False,0.001653128094192639,global,FLPS,hierarchical,k4,0.0021835635341469913
2,mRNA,98,120.1003118503119,311,743,0.3151125401929261,0.1318977119784657,-0.2933862427839487,-0.5307054868680512,0.005098437410656588,False,0.02039374964262635,global,FLPS,hierarchical,k4,0.025215085628942483
3,mRNA,69,87.66164241164242,227,743,0.3039647577092511,0.09286675639300135,-0.3453493472813002,-0.5877772033407567,0.007158879065126341,False,0.0234290587585953,global,FLPS,hierarchical,k4,0.03239492761314154
3,tRNA,33,21.0010395010395,227,178,0.145374449339207,0.1853932584269663,0.6520052848711828,0.8779650556711404,0.006812903594648109,False,0.0234290587585953,global,FLPS,hierarchical,k4,0.03153401092379982
2,tRNA,41,28.77234927234927,311,178,0.1318327974276527,0.2303370786516854,0.5109408872911253,0.7202324802420418,0.01349251902478333,False,0.04047755707434999,global,FLPS,hierarchical,k4,0.05692156463580467
1,unknown,243,223.8908523908524,1061,406,0.2290292177191329,0.5985221674876847,0.1181607292758817,0.3500337705409242,0.03287286348401362,False,0.09103254503265311,global,FLPS,hierarchical,k4,0.12559914821722185
1,snoRNA,29,22.60966735966736,1061,41,0.02733270499528747,0.7073170731707317,0.3591131333647656,0.9607235129588514,0.05565290413839719,False,0.1431074677844499,global,FLPS,hierarchical,k4,0.18324736728496638
1,ncRNA,76,67.27754677754677,1061,122,0.07163053722902922,0.6229508196721312,0.1758743187359766,0.4485918909265794,0.1100207084579343,False,0.2640497002990423,global,FLPS,hierarchical,k4,0.3094332425379402
4,unknown,58,68.58108108108108,325,406,0.1784615384615384,0.1428571428571428,-0.2417577462033789,-0.3486026318851959,0.1179605276367735,False,0.2654111871827405,global,FLPS,hierarchical,k4,0.32798335319399796
2,snoRNA,3,6.627338877338877,311,41,0.00964630225080386,0.07317073170731707,-1.143467190257488,-1.106964258769176,0.13652113866799,True,0.2891035877675082,global,FLPS,hierarchical,k4,0.3590328646788049
3,ncRNA,9,14.39397089397089,227,122,0.03964757709251102,0.07377049180327869,-0.677467739641447,-0.7202984989656941,0.1456868659381247,False,0.2913737318762495,global,FLPS,hierarchical,k4,0.3761794129358915
3,unknown,40,47.9012474012474,227,406,0.1762114537444934,0.09852216748768473,-0.260063225818687,-0.3497294574218162,0.1938012735776831,False,0.3672024130945574,global,FLPS,hierarchical,k4,0.45501168579108203
3,pre-rRNA,10,14.04002079002079,227,119,0.04405286343612335,0.08403361344537816,-0.4895450719414542,-0.5138918528450112,0.3033112750892721,False,0.5459602951606898,global,FLPS,hierarchical,k4,0.6221595354242182
1,snRNA,61,56.24844074844075,1061,102,0.05749293119698397,0.5980392156862745,0.1169961384466678,0.2848414907091777,0.3580855458836251,False,0.6138609358005,global,FLPS,hierarchical,k4,0.6801307412786125
2,snRNA,13,16.48752598752599,311,102,0.04180064308681672,0.1274509803921569,-0.3428633101909641,-0.3763949613558445,0.4070198430554651,False,0.6660324704543973,global,FLPS,hierarchical,k4,0.7198385870631588
1,pre-rRNA,70,65.62318087318087,1061,119,0.06597549481621112,0.5882352941176471,0.09314939649230006,0.2264966586158538,0.4468635964383518,False,0.6994386726861159,global,FLPS,hierarchical,k4,0.7652420996090168
2,diverse,9,7.597193347193347,311,47,0.02893890675241157,0.1914893617021277,0.2444584634041146,0.3619436796042668,0.5485200799762225,False,0.7898689151657605,global,FLPS,hierarchical,k4,0.8631975660718414
4,snoRNA,5,6.925675675675675,325,41,0.01538461538461539,0.1219512195121951,-0.4700267338764963,-0.4440099829364206,0.5299642118212569,False,0.7898689151657605,global,FLPS,hierarchical,k4,0.8610072234290836
3,diverse,4,5.545218295218295,227,47,0.01762114537444934,0.0851063829787234,-0.4712442551985104,-0.384969939277195,0.6476653632084584,True,0.8635538176112778,global,FLPS,hierarchical,k4,0.9285114056616837
3,snRNA,10,12.03430353430353,227,102,0.04405286343612335,0.09803921568627451,-0.2671526506050063,-0.2551286787478727,0.6364158283026469,False,0.8635538176112778,global,FLPS,hierarchical,k4,0.9271525556207625
4,diverse,9,7.939189189189189,325,47,0.02769230769230769,0.1914893617021277,0.1809333256189,0.2837961373409162,0.692820800889515,False,0.8907696011436622,global,FLPS,hierarchical,k4,0.956021888791324
2,ncRNA,18,19.72037422037422,311,122,0.05787781350482315,0.1475409836065574,-0.1316900224811347,-0.13526741804836,0.7991978418142051,False,0.9031750940482711,global,FLPS,hierarchical,k4,1.0
2,pre-rRNA,20,19.23544698544698,311,119,0.06430868167202572,0.1680672268907563,0.05623264521885828,0.09820117366931078,0.7981455303253441,False,0.9031750940482711,global,FLPS,hierarchical,k4,1.0
4,ncRNA,19,20.60810810810811,325,122,0.05846153846153846,0.1557377049180328,-0.1172126482650758,-0.1204514388297574,0.8028223058206854,False,0.9031750940482711,global,FLPS,hierarchical,k4,1.0
4,snRNA,18,17.22972972972973,325,102,0.05538461538461539,0.1764705882352941,0.06309683532504183,0.1097094659044924,0.7871537808740001,False,0.9031750940482711,global,FLPS,hierarchical,k4,1.0
1,diverse,25,25.91839916839917,1061,47,0.0235626767200754,0.5319148936170213,-0.05204851904763555,-0.1201126941376449,0.8821702252898975,False,0.9524190130757965,global,FLPS,hierarchical,k4,1.0
4,pre-rRNA,19,20.10135135135135,325,119,0.05846153846153846,0.1596638655462185,-0.08129307401013285,-0.07512692913872154,0.8995068456826967,False,0.9524190130757965,global,FLPS,hierarchical,k4,1.0
2,unknown,65,65.62681912681913,311,406,0.2090032154340836,0.1600985221674877,-0.01384579051728238,-0.01431266216749402,1.0,False,1.0,global,FLPS,hierarchical,k4,1.0
3,snoRNA,4,4.837318087318088,227,41,0.01762114537444934,0.0975609756097561,-0.2742074081389569,-0.1656227027341779,1.0,True,1.0,global,FLPS,hierarchical,k4,1.0
