rna_class,n,median,mean,sd,q1,q3,iqr,p_value,method,level,metric,p_fdr
diverse,2,14.5,14.5,2.1213203435596424,13.75,15.25,1.5,0.0939123728277021,SEG,lcr,length,0.0939123728277021
mRNA,287,21.0,23.8397212543554,10.03292258448977,17.0,28.0,11.0,0.0939123728277021,SEG,lcr,length,0.0939123728277021
ncRNA,34,22.0,23.88235294117647,7.709752603358365,19.25,27.0,7.75,0.0939123728277021,SEG,lcr,length,0.0939123728277021
pre-rRNA,20,19.5,21.2,7.640611714281851,16.0,23.75,7.75,0.0939123728277021,SEG,lcr,length,0.0939123728277021
ribosomal protein,4,22.0,21.5,2.6457513110645907,20.25,23.25,3.0,0.0939123728277021,SEG,lcr,length,0.0939123728277021
snRNA,26,20.5,22.846153846153847,9.552768426764287,16.25,25.25,9.0,0.0939123728277021,SEG,lcr,length,0.0939123728277021
snoRNA,21,24.0,26.857142857142858,11.555456348780494,17.0,32.0,15.0,0.0939123728277021,SEG,lcr,length,0.0939123728277021
tRNA,6,28.5,32.166666666666664,12.937026963976951,24.5,34.75,10.25,0.0939123728277021,SEG,lcr,length,0.0939123728277021
unknown,93,20.0,22.27956989247312,8.396901073555867,17.0,25.0,8.0,0.0939123728277021,SEG,lcr,length,0.0939123728277021
