rna_class,0,1,2,3,4
mRNA,0.2493368700265252,0.2917771883289125,0.23342175066312998,0.09283819628647215,0.13262599469496023
tRNA,0.3058823529411765,0.27058823529411763,0.18823529411764706,0.08235294117647059,0.15294117647058825
pre-rRNA,0.22641509433962265,0.16981132075471697,0.3018867924528302,0.09433962264150944,0.20754716981132076
snRNA,0.21951219512195122,0.36585365853658536,0.2926829268292683,0.0,0.12195121951219512
snoRNA,0.3,0.3,0.1,0.15,0.15
ncRNA,0.15625,0.40625,0.15625,0.125,0.15625
ribosomal protein,0.34615384615384615,0.1346153846153846,0.36538461538461536,0.07692307692307693,0.07692307692307693
diverse,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.09090909090909091
unknown,0.2125984251968504,0.2637795275590551,0.33070866141732286,0.07874015748031496,0.1141732283464567
