rna_class,0,1,2,3
mRNA,0.3445491251682369,0.34185733512786004,0.18977119784656796,0.12382234185733512
tRNA,0.7134831460674157,0.24157303370786518,0.033707865168539325,0.011235955056179775
pre-rRNA,0.31092436974789917,0.42016806722689076,0.23529411764705882,0.03361344537815126
snRNA,0.4117647058823529,0.3137254901960784,0.13725490196078433,0.13725490196078433
snoRNA,0.2926829268292683,0.36585365853658536,0.21951219512195122,0.12195121951219512
ncRNA,0.4344262295081967,0.319672131147541,0.14754098360655737,0.09836065573770492
ribosomal protein,0.7228915662650602,0.26506024096385544,0.012048192771084338,0.0
diverse,0.6808510638297872,0.14893617021276595,0.10638297872340426,0.06382978723404255
unknown,0.46798029556650245,0.24630541871921183,0.14285714285714285,0.14285714285714285
