n_lcr_category,rna_class,observed,expected,log2_obs_exp,proportion_within_rna_class,analysis,p_value,present,feature_value,method,p_fdr
,snoRNA,6.0,4.049586776859504,0.5671877989931802,0.3,position_presence,0.2230335818355799,present,domain_adjacent,AlcoR,0.3052038488276357
,tRNA,14.0,17.210743801652892,-0.2978826209207114,0.1647058823529411,position_presence,0.2230335818355799,present,domain_adjacent,AlcoR,0.3052038488276357
,unknown,58.0,51.4297520661157,0.1734497015147926,0.2283464566929134,position_presence,0.2230335818355799,present,domain_adjacent,AlcoR,0.3052038488276357
,diverse,3.0,1.9545454545454544,0.6181293646563556,0.1363636363636363,position_presence,0.2050434086526793,present,interdomain_linker,AlcoR,0.2961738124983146
,mRNA,35.0,33.493801652892564,0.0634607862487986,0.0928381962864721,position_presence,0.2050434086526793,present,interdomain_linker,AlcoR,0.2961738124983146
,ncRNA,6.0,5.68595041322314,0.0775609832936529,0.09375,position_presence,0.2050434086526793,present,interdomain_linker,AlcoR,0.2961738124983146
,pre-rRNA,2.0,4.708677685950414,-1.2353219719907027,0.0377358490566037,position_presence,0.2050434086526793,present,interdomain_linker,AlcoR,0.2961738124983146
,ribosomal protein,0.0,4.619834710743802,,0.0,position_presence,0.2050434086526793,present,interdomain_linker,AlcoR,0.2961738124983146
,snRNA,4.0,3.6425619834710745,0.1350464779544126,0.0975609756097561,position_presence,0.2050434086526793,present,interdomain_linker,AlcoR,0.2961738124983146
,snoRNA,0.0,1.7768595041322317,,0.0,position_presence,0.2050434086526793,present,interdomain_linker,AlcoR,0.2961738124983146
,tRNA,8.0,7.551652892561983,0.0832075464347947,0.0941176470588235,position_presence,0.2050434086526793,present,interdomain_linker,AlcoR,0.2961738124983146
,unknown,28.0,22.56611570247934,0.3112687178579347,0.1102362204724409,position_presence,0.2050434086526793,present,interdomain_linker,AlcoR,0.2961738124983146
,diverse,15.0,14.75,0.0242475462466772,0.6818181818181818,signature_presence,0.0320926871762384,present,aromatic_sticker_region,AlcoR,0.0695341555485165
,mRNA,245.0,252.76136363636363,-0.0449942049906376,0.649867374005305,signature_presence,0.0320926871762384,present,aromatic_sticker_region,AlcoR,0.0695341555485165
,ncRNA,44.0,42.90909090909091,0.0362201879127534,0.6875,signature_presence,0.0320926871762384,present,aromatic_sticker_region,AlcoR,0.0695341555485165
,pre-rRNA,26.0,35.53409090909091,-0.450692167146651,0.490566037735849,signature_presence,0.0320926871762384,present,aromatic_sticker_region,AlcoR,0.0695341555485165
,ribosomal protein,30.0,34.86363636363637,-0.2167605532571178,0.5769230769230769,signature_presence,0.0320926871762384,present,aromatic_sticker_region,AlcoR,0.0695341555485165
,snRNA,27.0,27.488636363636363,-0.025875933179159,0.6585365853658537,signature_presence,0.0320926871762384,present,aromatic_sticker_region,AlcoR,0.0695341555485165
,snoRNA,14.0,13.409090909090908,0.0622153964456977,0.7,signature_presence,0.0320926871762384,present,aromatic_sticker_region,AlcoR,0.0695341555485165
,tRNA,60.0,56.98863636363637,0.0742882287462725,0.7058823529411765,signature_presence,0.0320926871762384,present,aromatic_sticker_region,AlcoR,0.0695341555485165
,unknown,188.0,170.29545454545453,0.1426927341809277,0.7401574803149606,signature_presence,0.0320926871762384,present,aromatic_sticker_region,AlcoR,0.0695341555485165
,diverse,6.0,4.363636363636363,0.4594316186372972,0.2727272727272727,signature_presence,0.5293083981963194,present,mixed_charge_polyampholyte,AlcoR,0.6255462887774683
,mRNA,70.0,74.77685950413223,-0.0952369597702595,0.1856763925729443,signature_presence,0.5293083981963194,present,mixed_charge_polyampholyte,AlcoR,0.6255462887774683
,ncRNA,15.0,12.694214876033058,0.2407913321619568,0.234375,signature_presence,0.5293083981963194,present,mixed_charge_polyampholyte,AlcoR,0.6255462887774683
,pre-rRNA,11.0,10.512396694214877,0.0654119006275362,0.2075471698113207,signature_presence,0.5293083981963194,present,mixed_charge_polyampholyte,AlcoR,0.6255462887774683
,ribosomal protein,5.0,10.31404958677686,-1.0446108867002912,0.0961538461538461,signature_presence,0.5293083981963194,present,mixed_charge_polyampholyte,AlcoR,0.6255462887774683
,snRNA,6.0,8.132231404958677,-0.4386887673434892,0.1463414634146341,signature_presence,0.5293083981963194,present,mixed_charge_polyampholyte,AlcoR,0.6255462887774683
,snoRNA,4.0,3.9669421487603302,0.0119726416660759,0.2,signature_presence,0.5293083981963194,present,mixed_charge_polyampholyte,AlcoR,0.6255462887774683
,tRNA,20.0,16.859504132231404,0.2464378953030989,0.2352941176470588,signature_presence,0.5293083981963194,present,mixed_charge_polyampholyte,AlcoR,0.6255462887774683
,unknown,55.0,50.3801652892562,0.1265757633059321,0.2165354330708661,signature_presence,0.5293083981963194,present,mixed_charge_polyampholyte,AlcoR,0.6255462887774683
,diverse,0.0,0.5,,0.0,signature_presence,0.6665982896717813,present,proline_rich_disordered_region,AlcoR,0.7535458926724484
,mRNA,10.0,8.568181818181818,0.2229390002559953,0.026525198938992,signature_presence,0.6665982896717813,present,proline_rich_disordered_region,AlcoR,0.7535458926724484
,ncRNA,3.0,1.4545454545454546,1.0443941193584534,0.046875,signature_presence,0.6665982896717813,present,proline_rich_disordered_region,AlcoR,0.7535458926724484
