rna_class,AlcoR,CAST,FLPS,LCRFinder,SEG,SEG_intermediate
diverse,0.3352729231908947,0.2567409144196952,0.1493506493506493,0.0389610389610389,0.037618835412953,0.0897435897435897
mRNA,0.2883506343713956,0.33,0.213897150739256,0.0619136960600375,0.0481608921291406,0.0846957160016015
ncRNA,0.1700666196304035,0.1959247648902821,0.1134903640256959,0.032171581769437,0.0448856652343075,0.054396706793967
pre-rRNA,0.23125,0.2856800766283525,0.1706484641638225,0.0375426621160409,0.0415553893814763,0.0575980392156862
ribosomal protein,0.4462222222222222,0.2693994601889339,0.1955616610789024,0.064516129032258,0.0866114004841904,0.1226325757575757
snRNA,0.2724358974358974,0.320741274415626,0.1844054375185654,0.0648168187323681,0.0368217054263565,0.1471861471861472
snoRNA,0.2344648137196924,0.2703213610586011,0.2296296296296296,0.0502599653379549,0.1117649077060317,0.0562689147813689
tRNA,0.2822164948453608,0.1422222222222222,0.0837209302325581,0.0198150594451783,0.0508196721311475,0.0736698499317871
unknown,0.3515095685249019,0.3176593521421108,0.1429707017942312,0.0305149396058486,0.0272789284385464,0.0536788248528902
