rna_class,0,1,2,3
mRNA,0.5558546433378196,0.2126514131897712,0.12920592193808883,0.10228802153432032
tRNA,0.9044943820224719,0.07865168539325842,0.0056179775280898875,0.011235955056179775
pre-rRNA,0.6722689075630253,0.21008403361344538,0.01680672268907563,0.10084033613445378
snRNA,0.6176470588235294,0.20588235294117646,0.0784313725490196,0.09803921568627451
snoRNA,0.5609756097560976,0.24390243902439024,0.07317073170731707,0.12195121951219512
ncRNA,0.7049180327868853,0.19672131147540983,0.06557377049180328,0.03278688524590164
ribosomal protein,0.9036144578313253,0.08433734939759036,0.0,0.012048192771084338
diverse,0.8085106382978723,0.0851063829787234,0.06382978723404255,0.0425531914893617
unknown,0.7093596059113301,0.12807881773399016,0.08620689655172414,0.07635467980295567
