rna_class,n,median,mean,sd,q1,q3,iqr,p_value,method,metric,level,p_fdr
ncRNA,6,0.04344890869764698,0.05070573960561955,0.02108049012615704,0.040143430423566245,0.06318731636585645,0.023043885942290204,0.06147733425179518,SEG_intermediate,property_fraction__gs_rich_neutral_region,protein,0.08226454295825217
pre-rRNA,2,0.10046016990888944,0.10046016990888944,0.12781594965888946,0.05527040753508988,0.145649932282689,0.09037952474759911,0.06147733425179518,SEG_intermediate,property_fraction__gs_rich_neutral_region,protein,0.08226454295825217
snRNA,2,0.05497920463573064,0.05497920463573064,0.056934669095958755,0.03484975933454834,0.07510864993691294,0.040258890602364594,0.06147733425179518,SEG_intermediate,property_fraction__gs_rich_neutral_region,protein,0.08226454295825217
tRNA,1,0.034346103038309116,0.034346103038309116,,0.034346103038309116,0.034346103038309116,0.0,0.06147733425179518,SEG_intermediate,property_fraction__gs_rich_neutral_region,protein,0.08226454295825217
unknown,13,0.022423288749016522,0.033700614740061294,0.02995995549163553,0.012078830260648443,0.042328042328042326,0.030249212067393883,0.06147733425179518,SEG_intermediate,property_fraction__gs_rich_neutral_region,protein,0.08226454295825217
diverse,4,0.0926659125188537,0.09745301365738603,0.017564563973402246,0.0878155048076923,0.10230342136854742,0.014487916560855116,0.02040711073050638,SEG_intermediate,property_fraction__other,protein,0.03273640679685399
mRNA,53,0.033216783216783216,0.04552305381128537,0.04015823611693372,0.019393939393939394,0.05511811023622047,0.03572417084228108,0.02040711073050638,SEG_intermediate,property_fraction__other,protein,0.03273640679685399
ncRNA,2,0.021012867790906956,0.021012867790906956,0.005978611628336743,0.01889910937866813,0.023126626203145786,0.004227516824477657,0.02040711073050638,SEG_intermediate,property_fraction__other,protein,0.03273640679685399
pre-rRNA,2,0.023714891361950187,0.023714891361950187,0.008056595546110637,0.0208664546899841,0.02656332803391627,0.005696873343932169,0.02040711073050638,SEG_intermediate,property_fraction__other,protein,0.03273640679685399
ribosomal protein,1,1.0,1.0,,1.0,1.0,0.0,0.02040711073050638,SEG_intermediate,property_fraction__other,protein,0.03273640679685399
snRNA,5,0.04124748490945674,0.04076880638587209,0.014347852246298663,0.027131782945736434,0.05194805194805195,0.024816269002315518,0.02040711073050638,SEG_intermediate,property_fraction__other,protein,0.03273640679685399
snoRNA,2,0.06770716520884731,0.06770716520884731,0.013855843204660944,0.06280838486431066,0.07260594555338395,0.009797560689073295,0.02040711073050638,SEG_intermediate,property_fraction__other,protein,0.03273640679685399
tRNA,2,0.03605159573278465,0.03605159573278465,0.022044405377294924,0.028257721468029434,0.04384546999753987,0.015587748529510434,0.02040711073050638,SEG_intermediate,property_fraction__other,protein,0.03273640679685399
unknown,19,0.019498607242339833,0.03073323922331843,0.030626109219859383,0.010987831055535992,0.027204468116585293,0.0162166370610493,0.02040711073050638,SEG_intermediate,property_fraction__other,protein,0.03273640679685399
mRNA,52,0.07298136645962733,0.11984566367061311,0.10298374759390337,0.04011097213721159,0.17202694852469652,0.13191597638748492,0.15976257428085666,SEG_intermediate,property_fraction__rg_rgg_repeat_region,protein,0.15976257428085666
pre-rRNA,1,0.030232558139534883,0.030232558139534883,,0.030232558139534883,0.030232558139534883,0.0,0.15976257428085666,SEG_intermediate,property_fraction__rg_rgg_repeat_region,protein,0.15976257428085666
ribosomal protein,3,0.15151515151515152,0.15514954591789454,0.06329504899763717,0.12263257575757576,0.1858493188768418,0.06321674311926605,0.15976257428085666,SEG_intermediate,property_fraction__rg_rgg_repeat_region,protein,0.15976257428085666
snRNA,5,0.18705035971223022,0.1493420138780988,0.07337378301167993,0.08333333333333333,0.19327731092436976,0.10994397759103643,0.15976257428085666,SEG_intermediate,property_fraction__rg_rgg_repeat_region,protein,0.15976257428085666
snoRNA,4,0.280999798156496,0.27952112319715494,0.17669998271191956,0.18980560006747071,0.3707153212861803,0.18090972121870957,0.15976257428085666,SEG_intermediate,property_fraction__rg_rgg_repeat_region,protein,0.15976257428085666
tRNA,1,0.23787528868360278,0.23787528868360278,,0.23787528868360278,0.23787528868360278,0.0,0.15976257428085666,SEG_intermediate,property_fraction__rg_rgg_repeat_region,protein,0.15976257428085666
unknown,16,0.09724742566280067,0.13442328945459942,0.10066573098535944,0.04945446013061672,0.19072019934088902,0.1412657392102723,0.15976257428085666,SEG_intermediate,property_fraction__rg_rgg_repeat_region,protein,0.15976257428085666
diverse,1,0.018011527377521614,0.018011527377521614,,0.018011527377521614,0.018011527377521614,0.0,0.001372657530141131,SEG_intermediate,property_fraction__sr_rs_repeat_region,protein,0.007549616415776221
mRNA,70,0.12458069029109234,0.17793024028623156,0.14427206710797993,0.06264779974127953,0.2644803320101047,0.20183253226882514,0.001372657530141131,SEG_intermediate,property_fraction__sr_rs_repeat_region,protein,0.007549616415776221
pre-rRNA,1,0.08412483039348712,0.08412483039348712,,0.08412483039348712,0.08412483039348712,0.0,0.001372657530141131,SEG_intermediate,property_fraction__sr_rs_repeat_region,protein,0.007549616415776221
snRNA,8,0.14412290003906905,0.18423621533826232,0.13285809073361987,0.08562013579363063,0.28525641025641024,0.1996362744627796,0.001372657530141131,SEG_intermediate,property_fraction__sr_rs_repeat_region,protein,0.007549616415776221
unknown,11,0.04472843450479233,0.052063859792243435,0.03021396221399818,0.030477820971603634,0.06155542656399744,0.03107760559239381,0.001372657530141131,SEG_intermediate,property_fraction__sr_rs_repeat_region,protein,0.007549616415776221
