method,primary_class,rna_primary_class,observed_n,class_n,method_superclass_n,method_n,observed_fraction,background_fraction,fold_enrichment,log2_fold_enrichment,abs_log2_fold
LCRFinder,unclassified_no_pfam,diverse,16,933,93,6371,0.01714898177920686,0.01459739444357244,1.17479745070244,0.2324120401464112,0.2324120401464112
LCRFinder,unclassified_no_pfam,mRNA,499,933,3379,6371,0.5348338692390139,0.5303719981164652,1.008412720012358,0.012086221427901472,0.012086221427901472
LCRFinder,unclassified_no_pfam,ncRNA,97,933,396,6371,0.1039657020364416,0.0621566473081149,1.672640120389317,0.742127073361961,0.742127073361961
LCRFinder,unclassified_no_pfam,pre-rRNA,56,933,320,6371,0.06002143622722401,0.05022759378433527,1.194989281886388,0.25699767842468435,0.25699767842468435
LCRFinder,unclassified_no_pfam,snRNA,109,933,351,6371,0.1168274383708467,0.05509339193219275,2.120534501027534,1.084427955726808,1.084427955726808
LCRFinder,unclassified_no_pfam,snoRNA,17,933,150,6371,0.01822079314040729,0.02354418458640716,0.7738978206502323,-0.36978499799109893,0.36978499799109893
LCRFinder,unclassified_no_pfam,tRNA,18,933,147,6371,0.01929260450160772,0.02307330089467901,0.8361441039438284,-0.2581764921396094,0.2581764921396094
LCRFinder,unclassified_no_pfam,unknown,121,933,1483,6371,0.1296891747052519,0.2327735049442788,0.5571474929515574,-0.8438687939255937,0.8438687939255937
SEG_strict,distal_terminal,mRNA,143,256,289,495,0.55859375,0.5838383838383838,0.9567609212802768,-0.06376963075531747,0.06376963075531747
SEG_strict,distal_terminal,ncRNA,22,256,34,495,0.0859375,0.06868686868686869,1.251148897058824,0.3232534923539304,0.3232534923539304
SEG_strict,distal_terminal,snoRNA,12,256,21,495,0.046875,0.04242424242424243,1.104910714285714,0.14392979290936744,0.14392979290936744
SEG_strict,distal_terminal,unknown,60,256,93,495,0.234375,0.1878787878787879,1.247479838709677,0.3190164994674587,0.3190164994674587
SEG_strict,domain_adjacent,mRNA,72,110,289,495,0.6545454545454545,0.5838383838383838,1.121107266435986,0.16492432038394572,0.16492432038394572
SEG_strict,domain_adjacent,unknown,18,110,93,495,0.1636363636363636,0.1878787878787879,0.8709677419354839,-0.19930880822340666,0.19930880822340666
SEG_strict,interdomain_linker,mRNA,28,38,289,495,0.7368421052631579,0.5838383838383838,1.262065197596066,0.33578644108031136,0.33578644108031136
SEG_strict,unclassified_no_pfam,mRNA,31,67,289,495,0.4626865671641791,0.5838383838383838,0.7924908330320715,-0.3355338476046041,0.3355338476046041
SEG_strict,unclassified_no_pfam,pre-rRNA,10,67,20,495,0.1492537313432836,0.04040404040404041,3.694029850746268,1.8851955245091994,1.8851955245091994
SEG_strict,unclassified_no_pfam,snRNA,11,67,26,495,0.1641791044776119,0.05252525252525252,3.125717566016073,1.6441874250054045,1.6441874250054045
fLPS_strict,distal_terminal,diverse,99,5178,222,11490,0.01911935110081112,0.01932114882506527,0.9895556042717109,-0.015147318637131948,0.015147318637131948
fLPS_strict,distal_terminal,mRNA,2357,5178,5342,11490,0.45519505600618,0.4649260226283725,0.9790698602603909,-0.030516289751577996,0.030516289751577996
fLPS_strict,distal_terminal,ncRNA,338,5178,788,11490,0.06527616840478949,0.06858137510879025,0.9518060596079077,-0.07126045554082763,0.07126045554082763
fLPS_strict,distal_terminal,pre-rRNA,305,5178,649,11490,0.05890305137118579,0.05648389904264578,1.042829060485246,0.06050269208447438,0.06050269208447438
fLPS_strict,distal_terminal,ribosomal protein,22,5178,267,11490,0.004248744689069139,0.02323759791122715,0.1828392377430877,-2.451352385416892,2.451352385416892
fLPS_strict,distal_terminal,snRNA,159,5178,629,11490,0.03070683661645423,0.05474325500435161,0.56092456712728,-0.8341213239615692,0.8341213239615692
fLPS_strict,distal_terminal,snoRNA,101,5178,246,11490,0.01950560061799923,0.02140992167101828,0.9110542727675248,-0.13439109495408083,0.13439109495408083
fLPS_strict,distal_terminal,tRNA,152,5178,472,11490,0.02935496330629587,0.04107919930374238,0.7145943398079228,-0.4848036082848912,0.4848036082848912
fLPS_strict,distal_terminal,unknown,1645,5178,2875,11490,0.3176902278872151,0.2502175805047868,1.269655902060557,0.344437555536868,0.344437555536868
fLPS_strict,domain_adjacent,diverse,30,1681,222,11490,0.01784651992861392,0.01932114882506527,0.9236779908998827,-0.11453810244427914,0.11453810244427914
fLPS_strict,domain_adjacent,mRNA,854,1681,5342,11490,0.5080309339678762,0.4649260226283725,1.092713483955615,0.12791516728268792,0.12791516728268792
fLPS_strict,domain_adjacent,ncRNA,72,1681,788,11490,0.04283164782867341,0.06858137510879025,0.6245376060297684,-0.6791396497167557,0.6791396497167557
fLPS_strict,domain_adjacent,pre-rRNA,104,1681,649,11490,0.06186793575252825,0.05648389904264578,1.095319848684976,0.13135221843926137,0.13135221843926137
fLPS_strict,domain_adjacent,ribosomal protein,73,1681,267,11490,0.04342653182629387,0.02323759791122715,1.868804684210174,0.902115795489771,0.902115795489771
fLPS_strict,domain_adjacent,snRNA,106,1681,629,11490,0.06305770374776919,0.05474325500435161,1.151880788651618,0.20399141598121784,0.20399141598121784
fLPS_strict,domain_adjacent,snoRNA,39,1681,246,11490,0.0232004759071981,0.02140992167101828,1.08363198444596,0.115874881820317,0.115874881820317
fLPS_strict,domain_adjacent,tRNA,75,1681,472,11490,0.0446162998215348,0.04107919930374238,1.086104417265752,0.11916280943134797,0.11916280943134797
fLPS_strict,domain_adjacent,unknown,328,1681,2875,11490,0.1951219512195122,0.2502175805047868,0.7798091198303287,-0.35880706780370797,0.35880706780370797
fLPS_strict,domain_edge,diverse,20,927,222,11490,0.02157497303128371,0.01932114882506527,1.116650631213738,0.15917787744520134,0.15917787744520134
fLPS_strict,domain_edge,mRNA,414,927,5342,11490,0.4466019417475728,0.4649260226283725,0.960587104208089,-0.058011654227839826,0.058011654227839826
fLPS_strict,domain_edge,ncRNA,40,927,788,11490,0.04314994606256742,0.06858137510879025,0.6291787820544412,-0.6684580756610691,0.6684580756610691
fLPS_strict,domain_edge,pre-rRNA,39,927,649,11490,0.04207119741100324,0.05648389904264578,0.744835220727931,-0.42500680022894527,0.42500680022894527
fLPS_strict,domain_edge,ribosomal protein,88,927,267,11490,0.09492988133764833,0.02323759791122715,4.085184781159473,2.0304013358576882,2.0304013358576882
fLPS_strict,domain_edge,snRNA,46,927,629,11490,0.04962243797195254,0.05474325500435161,0.9064575712205639,-0.14168860191433125,0.14168860191433125
fLPS_strict,domain_edge,snoRNA,17,927,246,11490,0.01833872707659115,0.02140992167101828,0.8565527402846843,-0.22338601518095574,0.22338601518095574
fLPS_strict,domain_edge,tRNA,54,927,472,11490,0.05825242718446602,0.04107919930374238,1.418051670232022,0.5039101017095718,0.5039101017095718
fLPS_strict,domain_edge,unknown,209,927,2875,11490,0.2254584681769148,0.2502175805047868,0.9010496693400872,-0.1503214597302723,0.1503214597302723
fLPS_strict,domain_intrinsic,diverse,22,810,222,11490,0.02716049382716049,0.01932114882506527,1.405739072405739,0.4913288320486798,0.4913288320486798
fLPS_strict,domain_intrinsic,mRNA,298,810,5342,11490,0.3679012345679012,0.4649260226283725,0.7913113412926217,-0.3376826604114598,0.3376826604114598
fLPS_strict,domain_intrinsic,ncRNA,49,810,788,11490,0.06049382716049383,0.06858137510879025,0.8820736980635457,-0.18102889557967958,0.18102889557967958
fLPS_strict,domain_intrinsic,pre-rRNA,64,810,649,11490,0.07901234567901234,0.05648389904264578,1.398847229355704,0.48423841176235005,0.48423841176235005
fLPS_strict,domain_intrinsic,ribosomal protein,67,810,267,11490,0.08271604938271605,0.02323759791122715,3.559578304896657,1.831706338531707,1.831706338531707
fLPS_strict,domain_intrinsic,snRNA,65,810,629,11490,0.08024691358024691,0.05474325500435161,1.46587764234823,0.5517646859106533,0.5517646859106533
fLPS_strict,domain_intrinsic,snoRNA,39,810,246,11490,0.04814814814814815,0.02140992167101828,2.248870822041554,1.1692007932844972,1.1692007932844972
fLPS_strict,domain_intrinsic,tRNA,94,810,472,11490,0.1160493827160494,0.04107919930374238,2.825015693659762,1.498258882077285,1.498258882077285
fLPS_strict,domain_intrinsic,unknown,112,810,2875,11490,0.1382716049382716,0.2502175805047868,0.5526054750402576,-0.8556782389000074,0.8556782389000074
fLPS_strict,interdomain_linker,diverse,11,1078,222,11490,0.01020408163265306,0.01932114882506527,0.5281301709873139,-0.9210345329318386,0.9210345329318386
fLPS_strict,interdomain_linker,mRNA,607,1078,5342,11490,0.5630797773654916,0.4649260226283725,1.211116930349962,0.2763381604015419,0.2763381604015419
fLPS_strict,interdomain_linker,ncRNA,52,1078,788,11490,0.04823747680890538,0.06858137510879025,0.7033611783430492,-0.5076623865343141,0.5076623865343141
fLPS_strict,interdomain_linker,pre-rRNA,23,1078,649,11490,0.02133580705009277,0.05648389904264578,0.3777325470039536,-1.4045629971611553,1.4045629971611553
fLPS_strict,interdomain_linker,snRNA,82,1078,629,11490,0.07606679035250463,0.05474325500435161,1.389518952544163,0.47458551251976494,0.47458551251976494
fLPS_strict,interdomain_linker,snoRNA,16,1078,246,11490,0.01484230055658627,0.02140992167101828,0.6932440381917734,-0.5285647905582698,0.5285647905582698
fLPS_strict,interdomain_linker,tRNA,24,1078,472,11490,0.02226345083487941,0.04107919930374238,0.5419640891795856,-0.8837308338597147,0.8837308338597147
fLPS_strict,interdomain_linker,unknown,262,1078,2875,11490,0.2430426716141002,0.2502175805047868,0.9713253206420909,-0.041973524400679425,0.041973524400679425
fLPS_strict,unclassified_no_pfam,diverse,40,1816,222,11490,0.02202643171806168,0.01932114882506527,1.14001666865103,0.18905491877981717,0.18905491877981717
fLPS_strict,unclassified_no_pfam,mRNA,812,1816,5342,11490,0.447136563876652,0.4649260226283725,0.9617370121570069,-0.056285653207373144,0.056285653207373144
fLPS_strict,unclassified_no_pfam,ncRNA,237,1816,788,11490,0.1305066079295154,0.06858137510879025,1.902945336434178,0.9282341196844436,0.9282341196844436
fLPS_strict,unclassified_no_pfam,pre-rRNA,114,1816,649,11490,0.06277533039647577,0.05648389904264578,1.111384508868269,0.15235803640816376,0.15235803640816376
fLPS_strict,unclassified_no_pfam,ribosomal protein,16,1816,267,11490,0.00881057268722467,0.02323759791122715,0.3791516111468594,-1.3991532414449932,1.3991532414449932
fLPS_strict,unclassified_no_pfam,snRNA,171,1816,629,11490,0.09416299559471365,0.05474325500435161,1.720083973582289,0.7824789982491691,0.7824789982491691
fLPS_strict,unclassified_no_pfam,snoRNA,34,1816,246,11490,0.01872246696035242,0.02140992167101828,0.8744762007091436,-0.19350897384634,0.19350897384634
fLPS_strict,unclassified_no_pfam,tRNA,73,1816,472,11490,0.04019823788546256,0.04107919930374238,0.9785545620846712,-0.03127580023926328,0.03127580023926328
fLPS_strict,unclassified_no_pfam,unknown,319,1816,2875,11490,0.1756607929515419,0.2502175805047868,0.7020321777437273,-0.5103909367116699,0.5103909367116699
