rna_class,0,1,2,3
mRNA,0.7711978465679677,0.1386271870794078,0.052489905787348586,0.03768506056527591
tRNA,0.9831460674157303,0.0056179775280898875,0.0056179775280898875,0.0056179775280898875
pre-rRNA,0.8823529411764706,0.10084033613445378,0.0,0.01680672268907563
snRNA,0.8137254901960784,0.14705882352941177,0.0196078431372549,0.0196078431372549
snoRNA,0.7560975609756098,0.12195121951219512,0.04878048780487805,0.07317073170731707
ncRNA,0.8852459016393442,0.07377049180327869,0.01639344262295082,0.02459016393442623
ribosomal protein,0.9759036144578314,0.024096385542168676,0.0,0.0
diverse,0.9574468085106383,0.0425531914893617,0.0,0.0
unknown,0.8522167487684729,0.09852216748768473,0.03201970443349754,0.017241379310344827
