rna_class,0,1,2,3
mRNA,0.37415881561238223,0.5006729475100942,0.059219380888290714,0.06594885598923284
tRNA,0.7134831460674157,0.11797752808988764,0.07303370786516854,0.09550561797752809
pre-rRNA,0.4369747899159664,0.37815126050420167,0.09243697478991597,0.09243697478991597
snRNA,0.43137254901960786,0.43137254901960786,0.08823529411764706,0.049019607843137254
snoRNA,0.2926829268292683,0.5121951219512195,0.0975609756097561,0.0975609756097561
ncRNA,0.4672131147540984,0.4098360655737705,0.04918032786885246,0.07377049180327869
ribosomal protein,0.8734939759036144,0.05421686746987952,0.03614457831325301,0.03614457831325301
diverse,0.5531914893617021,0.23404255319148937,0.1276595744680851,0.0851063829787234
unknown,0.43103448275862066,0.39655172413793105,0.09852216748768473,0.07389162561576355
