method,analysis,cluster_column,cluster_id,cluster_n,medoid_protein_id,medoid_protein_length,medoid_total_within_distance,medoid_mean_within_distance,coverage_median,ncpr_median,fcr_median,top_position_1,top_position_1_count,top_position_1_fraction,top_position_2,top_position_2_count,top_position_2_fraction,top_signature_1,top_signature_1_count,top_signature_1_fraction,top_signature_2,top_signature_2_count,top_signature_2_fraction
FLPS,global,cluster_pam_k4,0,1061,Q5D1E8,599,125.52400402922237,171.24640077940282,0.2082018927444795,,,distal-terminal,691,0.651272384542884,domain-adjacent,584,0.5504241281809613,disorder rich spacer region,723,0.6814326107445806,acidic region,601,0.5664467483506126
FLPS,global,cluster_pam_k4,1,325,Q4VXA5,237,21.60185867139962,29.293053187295804,0.06809338521400778,,,domain-adjacent,86,0.26461538461538464,domain-edge,80,0.24615384615384617,arginine rich rna contact region,57,0.1753846153846154,acidic region,47,0.14461538461538462
FLPS,global,cluster_pam_k4,2,311,Q9BZE1,423,28.315377325748802,38.29841887070889,0.1178082191780822,,,domain-adjacent,137,0.4405144694533762,distal-terminal,107,0.3440514469453376,aromatic sticker region,95,0.3054662379421222,disorder rich spacer region,89,0.2861736334405145
FLPS,global,cluster_pam_k4,3,227,A0A0A0MQR7,204,0.0,0.0,0.0,,,none detected,0,0.0,none detected,0,0.0,none detected,0,0.0,none detected,0,0.0
