rna_class,AlcoR,CAST,FLPS,LCRFinder,SEG,SEG_intermediate
diverse,0.249223602484472,0.2668213457076566,0.177115987460815,0.0,0.0697115384615384,0.0769230769230769
mRNA,0.25,0.2459016393442623,0.1962535014005602,0.1428571428571428,0.1379310344827586,0.225
ncRNA,0.2345301757066463,0.268146742567995,0.2,0.1428571428571428,0.1188235294117646,0.2439024390243902
pre-rRNA,0.2777777777777778,0.4503816793893129,0.4880952380952381,0.6666666666666666,0.8117647058823529,0.5691287878787878
ribosomal protein,0.25,0.4447368421052631,0.375,0.475,0.2536231884057971,0.4210950080515298
snRNA,0.2682926829268293,0.425531914893617,0.3333333333333333,0.5,0.583916083916084,0.3703703703703703
snoRNA,0.2419156600974782,0.4360599078341013,0.4583333333333333,0.5,0.4285714285714285,0.5
tRNA,0.25,0.3900928792569659,0.2068965517241379,0.4,0.4791666666666666,0.4705882352941176
unknown,0.2583025830258303,0.3123865210032313,0.2222222222222222,0.2,0.1379310344827586,0.2322677322677322
