level,method,metric,rna_class,n,median,q1,q3,iqr,mean,sd,p_value,p_fdr
protein,SEG,property_fraction__disorder_rich_spacer_region,ribosomal protein,2,0.0866114004841904,0.0764287286332624,0.0967940723351184,0.020365343701856,0.0866114004841904,0.0288009452655543,0.0046702380051466,0.0172215026439782
protein,SEG,property_fraction__disorder_rich_spacer_region,snRNA,5,0.0201793721973094,0.0175631174533479,0.0271629778672032,0.0095998604138552,0.0227882481383129,0.0080284981811387,0.0046702380051466,0.0172215026439782
protein,SEG,property_fraction__disorder_rich_spacer_region,snoRNA,2,0.0429818843065943,0.0320841624922802,0.0538796061209085,0.0217954436286282,0.0429818843065943,0.0308234119775443,0.0046702380051466,0.0172215026439782
protein,SEG,property_fraction__disorder_rich_spacer_region,unknown,29,0.0227479526842584,0.0123203285420944,0.0321285140562249,0.0198081855141304,0.0294227970912507,0.0328870792805113,0.0046702380051466,0.0172215026439782
protein,SEG_intermediate,property_fraction__disorder_rich_spacer_region,diverse,5,0.1102941176470588,0.0333680917622523,0.1212121212121212,0.0878440294498688,0.0827880698696936,0.0587576175413649,0.0023920164538041,0.0080080550844747
protein,SEG_intermediate,property_fraction__disorder_rich_spacer_region,mRNA,146,0.0470077837496573,0.0283121709082931,0.0739564257876696,0.0456442548793765,0.0609406944656702,0.0516341558848415,0.0023920164538041,0.0080080550844747
protein,SEG_intermediate,property_fraction__disorder_rich_spacer_region,ncRNA,14,0.0543487154311896,0.0200161567287276,0.1122657229134298,0.0922495661847022,0.0756021748435744,0.0692793710883132,0.0023920164538041,0.0080080550844747
protein,SEG_intermediate,property_fraction__disorder_rich_spacer_region,pre-rRNA,3,0.0530085959885386,0.0467745682645396,0.0747668462568176,0.0279922779922779,0.0633580776847252,0.0293922005935545,0.0023920164538041,0.0080080550844747
protein,SEG_intermediate,property_fraction__disorder_rich_spacer_region,ribosomal protein,4,0.2047327621379029,0.1581285305553517,0.2340961098398169,0.0759675792844651,0.1874918782572658,0.0723440650246392,0.0023920164538041,0.0080080550844747
protein,SEG_intermediate,property_fraction__disorder_rich_spacer_region,snRNA,16,0.0408177625521204,0.0274952720103009,0.1548003324570898,0.1273050604467888,0.1193924269046303,0.1435827948656584,0.0023920164538041,0.0080080550844747
protein,SEG_intermediate,property_fraction__disorder_rich_spacer_region,snoRNA,4,0.0726378411440887,0.0449527586228338,0.0942024634598229,0.0492497048369891,0.0665173809385679,0.0352876628092124,0.0023920164538041,0.0080080550844747
protein,SEG_intermediate,property_fraction__disorder_rich_spacer_region,tRNA,6,0.0714762069085847,0.0534363017757487,0.1479288470775295,0.0944925453017807,0.0924285769755749,0.0619459653289214,0.0023920164538041,0.0080080550844747
protein,SEG_intermediate,property_fraction__disorder_rich_spacer_region,unknown,53,0.0304635761589403,0.0210526315789473,0.0517826825127334,0.030730050933786,0.0442512934475468,0.0494159757117653,0.0023920164538041,0.0080080550844747
protein,FLPS,property_fraction__gs_rich_neutral_region,diverse,6,0.0325229304539649,0.0187945755901557,0.078033422083685,0.0592388464935293,0.0486467758603509,0.0414618327667559,0.0001037706221188,0.0001297132776486
protein,FLPS,property_fraction__gs_rich_neutral_region,mRNA,131,0.0568356374807987,0.0283656240820444,0.0996367410482615,0.071271116966217,0.0834066692241482,0.0896910531847461,0.0001037706221188,0.0001297132776486
protein,FLPS,property_fraction__gs_rich_neutral_region,ncRNA,14,0.0277440836642367,0.0080403849282112,0.0514009103879339,0.0433605254597227,0.0423106483420458,0.0482848627889365,0.0001037706221188,0.0001297132776486
protein,FLPS,property_fraction__gs_rich_neutral_region,pre-rRNA,6,0.0408460660311028,0.0222313965717659,0.0624457469445447,0.0402143503727787,0.0684543218130206,0.0851219751582609,0.0001037706221188,0.0001297132776486
protein,FLPS,property_fraction__gs_rich_neutral_region,ribosomal protein,3,0.2234042553191489,0.1361207323107372,0.2367021276595744,0.1005813953488372,0.1740804882071581,0.1092759927518735,0.0001037706221188,0.0001297132776486
protein,FLPS,property_fraction__gs_rich_neutral_region,snRNA,10,0.0149135958336621,0.0113151496699495,0.0220304019546974,0.0107152522847479,0.0282952802594703,0.0418691197530521,0.0001037706221188,0.0001297132776486
protein,FLPS,property_fraction__gs_rich_neutral_region,snoRNA,1,0.0363636363636363,0.0363636363636363,0.0363636363636363,0.0,0.0363636363636363,,0.0001037706221188,0.0001297132776486
protein,FLPS,property_fraction__gs_rich_neutral_region,tRNA,11,0.0155339805825242,0.011856119653072,0.0582464024972146,0.0463902828441425,0.0338838737400041,0.0272673483153048,0.0001037706221188,0.0001297132776486
protein,FLPS,property_fraction__gs_rich_neutral_region,unknown,59,0.0285714285714285,0.0142091022504496,0.0574398555042454,0.0432307532537958,0.0432078132064269,0.0413725353642681,0.0001037706221188,0.0001297132776486
protein,FLPS,property_fraction__hydrophobic_region,diverse,19,0.0384615384615384,0.0224393557926707,0.0526406926406926,0.0302013368480218,0.0399657255235841,0.026509409194903,3.58058570708624e-05,5.115122438694629e-05
protein,FLPS,property_fraction__hydrophobic_region,mRNA,120,0.0108360171765968,0.0069424542901358,0.0188522361209889,0.0119097818308531,0.0153316916560656,0.0119758178457073,3.58058570708624e-05,5.115122438694629e-05
protein,FLPS,property_fraction__hydrophobic_region,ncRNA,30,0.0092505299525512,0.0057348153199727,0.0150721089965044,0.0093372936765317,0.0121449096460403,0.009574337182944,3.58058570708624e-05,5.115122438694629e-05
protein,FLPS,property_fraction__hydrophobic_region,pre-rRNA,24,0.0117506325625673,0.0086612279142355,0.0141913515201186,0.0055301236058831,0.0212108340615937,0.04144989253677,3.58058570708624e-05,5.115122438694629e-05
protein,FLPS,property_fraction__hydrophobic_region,ribosomal protein,9,0.0246305418719211,0.0224215246636771,0.0446428571428571,0.02222133247918,0.0320672703026701,0.0153251115853417,3.58058570708624e-05,5.115122438694629e-05
protein,FLPS,property_fraction__hydrophobic_region,snRNA,18,0.0149032604649588,0.009148583666707,0.018385869077555,0.0092372854108479,0.0164467809845207,0.0109412700771432,3.58058570708624e-05,5.115122438694629e-05
protein,FLPS,property_fraction__hydrophobic_region,snoRNA,5,0.0149700598802395,0.0108813928182807,0.0247524752475247,0.013871082429244,0.0158997685203796,0.0095044750506178,3.58058570708624e-05,5.115122438694629e-05
protein,FLPS,property_fraction__hydrophobic_region,tRNA,36,0.0132275132275132,0.0094559245027973,0.0264333492594362,0.0169774247566388,0.0204389660182242,0.0191848758503328,3.58058570708624e-05,5.115122438694629e-05
protein,FLPS,property_fraction__hydrophobic_region,unknown,89,0.0104166666666666,0.0058411214953271,0.0165441176470588,0.0107029961517317,0.0158835533028058,0.0176251040009232,3.58058570708624e-05,5.115122438694629e-05
protein,LCRFinder,property_fraction__hydrophobic_region,diverse,13,0.0256410256410256,0.0108459869848156,0.0389610389610389,0.0281150519762233,0.0251354144795415,0.0152745479161816,0.001827910086299,0.0024081990025845
protein,LCRFinder,property_fraction__hydrophobic_region,mRNA,138,0.0094900371496116,0.0052922776148582,0.0159990021717438,0.0107067245568855,0.011916391310795,0.0101061011391847,0.001827910086299,0.0024081990025845
protein,LCRFinder,property_fraction__hydrophobic_region,ncRNA,25,0.0052754982415005,0.004492362982929,0.0137772675086107,0.0092849045256817,0.0097182906194508,0.0090466895197254,0.001827910086299,0.0024081990025845
protein,LCRFinder,property_fraction__hydrophobic_region,pre-rRNA,14,0.0103781929054939,0.0056796765793571,0.0143663194444444,0.0086866428650872,0.0100222539853678,0.0048488179457657,0.001827910086299,0.0024081990025845
protein,LCRFinder,property_fraction__hydrophobic_region,ribosomal protein,1,0.0326086956521739,0.0326086956521739,0.0326086956521739,0.0,0.0326086956521739,,0.001827910086299,0.0024081990025845
protein,LCRFinder,property_fraction__hydrophobic_region,snRNA,18,0.0057467469764171,0.0045073934592769,0.0106923767053674,0.0061849832460904,0.0087407456274558,0.0081273773379503,0.001827910086299,0.0024081990025845
protein,LCRFinder,property_fraction__hydrophobic_region,snoRNA,6,0.0060813192539349,0.0030118713349041,0.0068794104152794,0.0038675390803752,0.0085880254054359,0.0099718514400565,0.001827910086299,0.0024081990025845
protein,LCRFinder,property_fraction__hydrophobic_region,tRNA,16,0.0112879297109605,0.0041262547946974,0.0191732648247978,0.0150470100301003,0.0140962609419415,0.0103849646675785,0.001827910086299,0.0024081990025845
protein,LCRFinder,property_fraction__hydrophobic_region,unknown,82,0.006724223026814,0.0043241484786264,0.0107804445876288,0.0064562961090024,0.0109250846169511,0.0137351214013741,0.001827910086299,0.0024081990025845
protein,AlcoR,property_fraction__other,diverse,3,0.0404761904761904,0.0249838579499596,0.271117344945012,0.2461334869950524,0.1839087384379176,0.2757015873756233,0.0076718909071519,0.0189666191871256
protein,AlcoR,property_fraction__other,mRNA,104,0.2609013306687725,0.0468013468013468,0.6033358833295355,0.5565345365281886,0.3600811538123109,0.350003904921318,0.0076718909071519,0.0189666191871256
protein,AlcoR,property_fraction__other,ncRNA,11,0.0376855728968405,0.0158882698520113,0.0905476673427991,0.0746593974907878,0.096781520373477,0.1425107004316091,0.0076718909071519,0.0189666191871256
protein,AlcoR,property_fraction__other,pre-rRNA,7,0.0343642611683848,0.018834005376344,0.5666844906214201,0.5478504852450761,0.316189610991712,0.4085563262982226,0.0076718909071519,0.0189666191871256
protein,AlcoR,property_fraction__other,ribosomal protein,9,0.4444444444444444,0.0985221674876847,0.5858585858585859,0.4873364183709011,0.4327009528883528,0.3859339082481691,0.0076718909071519,0.0189666191871256
protein,AlcoR,property_fraction__other,snRNA,8,0.2644230769230768,0.1138051084270571,0.4405288365084582,0.3267237280814011,0.3700449336744058,0.3817370873924917,0.0076718909071519,0.0189666191871256
protein,AlcoR,property_fraction__other,snoRNA,2,0.0495107323232323,0.0419428661616161,0.0570785984848484,0.0151357323232323,0.0495107323232323,0.0214051579279639,0.0076718909071519,0.0189666191871256
protein,AlcoR,property_fraction__other,tRNA,7,0.045662100456621,0.0237841714915296,0.06780671332136,0.0440225418298303,0.0486318579596118,0.03472254490179,0.0076718909071519,0.0189666191871256
protein,AlcoR,property_fraction__other,unknown,63,0.0933333333333333,0.0234128403805831,0.2996604711400469,0.2762476307594637,0.2282044604828029,0.3001945587185436,0.0076718909071519,0.0189666191871256
protein,CAST,property_fraction__other,diverse,3,0.0531803962460896,0.0418305263762687,0.0618977152073273,0.0200671888310585,0.0514253623070341,0.0201246658525499,0.0001297668151029,0.000619997005492
protein,CAST,property_fraction__other,mRNA,98,0.1704254728394164,0.0700852701639483,0.3849136257763975,0.3148283556124491,0.2837016500009326,0.2834433524413948,0.0001297668151029,0.000619997005492
protein,CAST,property_fraction__other,ncRNA,10,0.0608620531981605,0.0215191101886478,0.0823818897637795,0.0608627795751317,0.0741427262902504,0.0770228172495171,0.0001297668151029,0.000619997005492
protein,CAST,property_fraction__other,pre-rRNA,18,0.118925421010425,0.0750560497330532,0.2509160985435388,0.1758600488104856,0.1801021880062222,0.1414604151743461,0.0001297668151029,0.000619997005492
protein,CAST,property_fraction__other,ribosomal protein,16,0.4006151337730675,0.2209035630467249,0.6988378684807257,0.4779343054340007,0.456226093130371,0.3008659470269035,0.0001297668151029,0.000619997005492
protein,CAST,property_fraction__other,snRNA,10,0.2062029608799934,0.1374001930132833,0.2830542288857989,0.1456540358725155,0.2526609225869479,0.2142281550123558,0.0001297668151029,0.000619997005492
protein,CAST,property_fraction__other,snoRNA,5,0.2245508982035928,0.0704225352112676,0.348314606741573,0.2778920715303054,0.2485431282835302,0.195904835653371,0.0001297668151029,0.000619997005492
protein,CAST,property_fraction__other,tRNA,6,0.209255415558219,0.1145247505789354,0.2297257250301457,0.1152009744512102,0.1933631890412077,0.1260720925411696,0.0001297668151029,0.000619997005492
protein,CAST,property_fraction__other,unknown,46,0.0928362764333987,0.03930551323656,0.2666400729427855,0.2273345597062254,0.1677167783582226,0.1846057475190779,0.0001297668151029,0.000619997005492
protein,FLPS,property_fraction__other,diverse,13,0.0594405594405594,0.0454545454545454,0.0949152542372881,0.0494607087827426,0.0704672236771021,0.0379283813605387,5.358054604514994e-17,2.679027302257497e-16
protein,FLPS,property_fraction__other,mRNA,331,0.1218354430379746,0.0529100802721323,0.2551156783468104,0.2022055980746781,0.1791738498679078,0.1635220712734886,5.358054604514994e-17,2.679027302257497e-16
protein,FLPS,property_fraction__other,ncRNA,38,0.0455340101685672,0.0165616871332647,0.0916340046559082,0.0750723175226434,0.072551160486237,0.0847452210947564,5.358054604514994e-17,2.679027302257497e-16
protein,FLPS,property_fraction__other,pre-rRNA,18,0.0503856696231563,0.037284320128853,0.0833914675279828,0.0461071473991298,0.071958653134153,0.0662761202548127,5.358054604514994e-17,2.679027302257497e-16
protein,FLPS,property_fraction__other,ribosomal protein,14,0.1531007751937984,0.1111979166666666,0.2176067504813682,0.1064088338147015,0.1617351423662147,0.0750174966207979,5.358054604514994e-17,2.679027302257497e-16
protein,FLPS,property_fraction__other,snRNA,41,0.1469740634005763,0.0347533632286995,0.2949640287769784,0.2602106655482789,0.1830284790577181,0.1718127073631199,5.358054604514994e-17,2.679027302257497e-16
protein,FLPS,property_fraction__other,snoRNA,11,0.1228733459357277,0.0170616838955386,0.2476637633823262,0.2306020794867876,0.1571367947794821,0.1544608457717791,5.358054604514994e-17,2.679027302257497e-16
protein,FLPS,property_fraction__other,tRNA,27,0.059322033898305,0.0311104226540459,0.0823765856640684,0.0512661630100225,0.0663020664630789,0.0526270883814619,5.358054604514994e-17,2.679027302257497e-16
protein,FLPS,property_fraction__other,unknown,152,0.0408246244021835,0.0183069224353628,0.1025767621197159,0.0842698396843531,0.0815824193851855,0.1003146070008985,5.358054604514994e-17,2.679027302257497e-16
protein,LCRFinder,property_fraction__other,diverse,5,0.0070921985815602,0.0063131313131313,0.0087412587412587,0.0024281274281274,0.0094785375000218,0.0054067813049637,0.0003674150540814,0.0006776766553057
protein,LCRFinder,property_fraction__other,mRNA,169,0.0123982952344052,0.0064412238325281,0.0261382799325463,0.0196970561000181,0.022186069454609,0.0290706578296043,0.0003674150540814,0.0006776766553057
protein,LCRFinder,property_fraction__other,ncRNA,23,0.0049833887043189,0.0031105811289094,0.009511248750889,0.0064006676219795,0.0092050577947127,0.0144327745825726,0.0003674150540814,0.0006776766553057
protein,LCRFinder,property_fraction__other,pre-rRNA,9,0.0078048780487804,0.0046260601387818,0.0094562647754137,0.0048302046366319,0.0085876648695148,0.0063630527666867,0.0003674150540814,0.0006776766553057
protein,LCRFinder,property_fraction__other,ribosomal protein,1,0.091743119266055,0.091743119266055,0.091743119266055,0.0,0.091743119266055,,0.0003674150540814,0.0006776766553057
protein,LCRFinder,property_fraction__other,snRNA,19,0.0086580086580086,0.0059120993363535,0.0232007086439802,0.0172886093076266,0.031712821523348,0.053707452975473,0.0003674150540814,0.0006776766553057
protein,LCRFinder,property_fraction__other,snoRNA,8,0.025539829432045,0.0101137272000581,0.1068840006330115,0.0967702734329534,0.0747052262963836,0.0965400325925262,0.0003674150540814,0.0006776766553057
protein,LCRFinder,property_fraction__other,tRNA,9,0.0040609137055837,0.003770028275212,0.0141843971631205,0.0104143688879085,0.0210746040227468,0.041072772236657,0.0003674150540814,0.0006776766553057
protein,LCRFinder,property_fraction__other,unknown,66,0.006763563787748,0.004407678263312,0.0172155418336763,0.0128078635703643,0.0161427600362469,0.0225493251991224,0.0003674150540814,0.0006776766553057
protein,SEG_intermediate,property_fraction__other,diverse,4,0.0926659125188537,0.0878155048076923,0.1023034213685474,0.0144879165608551,0.097453013657386,0.0175645639734022,0.0204071107305063,0.0327364067968539
protein,SEG_intermediate,property_fraction__other,mRNA,53,0.0332167832167832,0.0193939393939393,0.0551181102362204,0.035724170842281,0.0455230538112853,0.0401582361169337,0.0204071107305063,0.0327364067968539
protein,SEG_intermediate,property_fraction__other,ncRNA,2,0.0210128677909069,0.0188991093786681,0.0231266262031457,0.0042275168244776,0.0210128677909069,0.0059786116283367,0.0204071107305063,0.0327364067968539
protein,SEG_intermediate,property_fraction__other,pre-rRNA,2,0.0237148913619501,0.0208664546899841,0.0265633280339162,0.0056968733439321,0.0237148913619501,0.0080565955461106,0.0204071107305063,0.0327364067968539
protein,SEG_intermediate,property_fraction__other,ribosomal protein,1,1.0,1.0,1.0,0.0,1.0,,0.0204071107305063,0.0327364067968539
protein,SEG_intermediate,property_fraction__other,snRNA,5,0.0412474849094567,0.0271317829457364,0.0519480519480519,0.0248162690023155,0.040768806385872,0.0143478522462986,0.0204071107305063,0.0327364067968539
protein,SEG_intermediate,property_fraction__other,snoRNA,2,0.0677071652088473,0.0628083848643106,0.0726059455533839,0.0097975606890732,0.0677071652088473,0.0138558432046609,0.0204071107305063,0.0327364067968539
protein,SEG_intermediate,property_fraction__other,tRNA,2,0.0360515957327846,0.0282577214680294,0.0438454699975398,0.0155877485295104,0.0360515957327846,0.0220444053772949,0.0204071107305063,0.0327364067968539
protein,SEG_intermediate,property_fraction__other,unknown,19,0.0194986072423398,0.0109878310555359,0.0272044681165852,0.0162166370610493,0.0307332392233184,0.0306261092198593,0.0204071107305063,0.0327364067968539
protein,SEG_intermediate,property_fraction__sr_rs_repeat_region,diverse,1,0.0180115273775216,0.0180115273775216,0.0180115273775216,0.0,0.0180115273775216,,0.0013726575301411,0.0075496164157762
protein,SEG_intermediate,property_fraction__sr_rs_repeat_region,mRNA,70,0.1245806902910923,0.0626477997412795,0.2644803320101047,0.2018325322688251,0.1779302402862315,0.1442720671079799,0.0013726575301411,0.0075496164157762
protein,SEG_intermediate,property_fraction__sr_rs_repeat_region,pre-rRNA,1,0.0841248303934871,0.0841248303934871,0.0841248303934871,0.0,0.0841248303934871,,0.0013726575301411,0.0075496164157762
protein,SEG_intermediate,property_fraction__sr_rs_repeat_region,snRNA,8,0.144122900039069,0.0856201357936306,0.2852564102564102,0.1996362744627796,0.1842362153382623,0.1328580907336198,0.0013726575301411,0.0075496164157762
protein,SEG_intermediate,property_fraction__sr_rs_repeat_region,unknown,11,0.0447284345047923,0.0304778209716036,0.0615554265639974,0.0310776055923938,0.0520638597922434,0.0302139622139981,0.0013726575301411,0.0075496164157762
protein,AlcoR,property_fraction__unmapped_physicochemical_properties,diverse,7,0.060200668896321,0.0341740301417897,0.1018143649722597,0.06764033483047,0.0693433003547911,0.0514186290459194,0.0001005109927958,0.0009939420398697
protein,AlcoR,property_fraction__unmapped_physicochemical_properties,mRNA,65,0.0380952380952381,0.0207684319833852,0.0638670166229221,0.0430985846395368,0.0511779919856794,0.0420102575578547,0.0001005109927958,0.0009939420398697
protein,AlcoR,property_fraction__unmapped_physicochemical_properties,ncRNA,11,0.0224260958205912,0.0137311324456535,0.0413651596181823,0.0276340271725287,0.0308103782675404,0.0230278888573995,0.0001005109927958,0.0009939420398697
protein,AlcoR,property_fraction__unmapped_physicochemical_properties,pre-rRNA,12,0.0312711794466521,0.0190378269881355,0.045384987113402,0.0263471601252665,0.0386879359867921,0.0289136414197098,0.0001005109927958,0.0009939420398697
protein,AlcoR,property_fraction__unmapped_physicochemical_properties,ribosomal protein,7,0.1201923076923077,0.1136826441102756,0.2079814538830932,0.0942988097728175,0.164008720602798,0.0991727244783561,0.0001005109927958,0.0009939420398697
protein,AlcoR,property_fraction__unmapped_physicochemical_properties,snRNA,6,0.0337341784764175,0.0180442091380628,0.0872655934828156,0.0692213843447527,0.0531997334956998,0.049288796386381,0.0001005109927958,0.0009939420398697
protein,AlcoR,property_fraction__unmapped_physicochemical_properties,snoRNA,1,0.0222772277227722,0.0222772277227722,0.0222772277227722,0.0,0.0222772277227722,,0.0001005109927958,0.0009939420398697
protein,AlcoR,property_fraction__unmapped_physicochemical_properties,tRNA,17,0.0581395348837209,0.0373443983402489,0.099601593625498,0.062257195285249,0.0702480928286747,0.0472324449314709,0.0001005109927958,0.0009939420398697
protein,AlcoR,property_fraction__unmapped_physicochemical_properties,unknown,63,0.023876404494382,0.0148592283628779,0.0410534719254247,0.0261942435625467,0.0350010164500875,0.0314094150437907,0.0001005109927958,0.0009939420398697
protein,FLPS,property_fraction__unmapped_physicochemical_properties,diverse,8,0.0484606672362747,0.0218281718281718,0.106046871909816,0.0842187000816442,0.0668970740273194,0.060780877781866,0.0078016383312666,0.0086684870347407
protein,FLPS,property_fraction__unmapped_physicochemical_properties,mRNA,104,0.0233501642669724,0.0120872334651757,0.0443044906900328,0.0322172572248571,0.0323188275341135,0.0269415527412708,0.0078016383312666,0.0086684870347407
protein,FLPS,property_fraction__unmapped_physicochemical_properties,ncRNA,27,0.0239471511147811,0.0146030541363381,0.03956557644468,0.0249625223083418,0.0298584291919393,0.0219834659730517,0.0078016383312666,0.0086684870347407
protein,FLPS,property_fraction__unmapped_physicochemical_properties,pre-rRNA,11,0.0329067641681901,0.0093212931380087,0.0482891145001636,0.0389678213621548,0.0359587825258715,0.0325546531926703,0.0078016383312666,0.0086684870347407
protein,FLPS,property_fraction__unmapped_physicochemical_properties,ribosomal protein,8,0.097125687102908,0.0649497360853827,0.1793996960486322,0.1144499599632494,0.1891649951730429,0.2478679330240237,0.0078016383312666,0.0086684870347407
protein,FLPS,property_fraction__unmapped_physicochemical_properties,snRNA,18,0.028588417703023,0.0165882228041616,0.0345516033683369,0.0179633805641752,0.0388414436462863,0.0412727444051431,0.0078016383312666,0.0086684870347407
protein,FLPS,property_fraction__unmapped_physicochemical_properties,snoRNA,2,0.0194230181325868,0.0174613754479075,0.0213846608172662,0.0039232853693586,0.0194230181325868,0.0055483633784069,0.0078016383312666,0.0086684870347407
protein,FLPS,property_fraction__unmapped_physicochemical_properties,tRNA,21,0.0355731225296442,0.02,0.053763440860215,0.033763440860215,0.0398641799706704,0.0250173579024685,0.0078016383312666,0.0086684870347407
protein,FLPS,property_fraction__unmapped_physicochemical_properties,unknown,79,0.0259067357512953,0.0114581372958141,0.0440657801409806,0.0326076428451664,0.0340052533779375,0.0301995438183992,0.0078016383312666,0.0086684870347407
