rna_class,AlcoR,CAST,FLPS,LCRFinder,SEG,SEG_intermediate
diverse,0.0,0.0094476744186046,0.0,0.0,0.0072115384615384,0.0
mRNA,0.0,0.0,0.0,0.0,0.0208333333333333,0.0303030303030303
ncRNA,0.0080445170265529,0.0,0.0,0.0,0.0,0.0
pre-rRNA,0.0,0.0490566037735849,0.0555555555555555,0.0,-0.7370967741935484,-0.5
ribosomal protein,0.0822072072072072,0.231810115350488,0.2247474747474747,0.2666666666666666,0.0869565217391304,0.2595785440613027
snRNA,0.0,0.0,0.0,0.0,0.3506944444444444,0.0833333333333333
snoRNA,0.0,0.0,0.0,0.0,-0.3529411764705883,-0.1180875576036866
tRNA,0.0,0.0,0.0,0.0,0.0751728110599078,0.0476190476190476
unknown,0.0,0.0,0.0,0.0,0.0,0.0
