rna_class,0,1,2,3
mRNA,0.49259757738896365,0.17631224764468373,0.2126514131897712,0.11843876177658143
tRNA,0.5224719101123596,0.1853932584269663,0.16292134831460675,0.12921348314606743
pre-rRNA,0.5546218487394958,0.12605042016806722,0.226890756302521,0.09243697478991597
snRNA,0.5980392156862745,0.09803921568627451,0.22549019607843138,0.0784313725490196
snoRNA,0.5121951219512195,0.21951219512195122,0.24390243902439024,0.024390243902439025
ncRNA,0.47540983606557374,0.22131147540983606,0.1721311475409836,0.13114754098360656
ribosomal protein,0.6867469879518072,0.06626506024096386,0.1927710843373494,0.05421686746987952
diverse,0.5319148936170213,0.2127659574468085,0.1702127659574468,0.0851063829787234
unknown,0.37438423645320196,0.29310344827586204,0.16995073891625614,0.1625615763546798
