rna_class,0,1,2,3,4
mRNA,0.43636363636363634,0.10303030303030303,0.1787878787878788,0.19393939393939394,0.08787878787878788
tRNA,0.4117647058823529,0.17647058823529413,0.058823529411764705,0.0,0.35294117647058826
pre-rRNA,0.07692307692307693,0.7435897435897436,0.05128205128205128,0.02564102564102564,0.10256410256410256
snRNA,0.38461538461538464,0.1794871794871795,0.15384615384615385,0.1282051282051282,0.15384615384615385
snoRNA,0.16666666666666666,0.4444444444444444,0.16666666666666666,0.05555555555555555,0.16666666666666666
ncRNA,0.4444444444444444,0.3333333333333333,0.08333333333333333,0.0,0.1388888888888889
ribosomal protein,0.25,0.0625,0.25,0.0625,0.375
diverse,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
unknown,0.4406779661016949,0.211864406779661,0.15254237288135594,0.06779661016949153,0.1271186440677966
