method,analysis,cluster_column,cluster_id,cluster_n,medoid_protein_id,medoid_protein_length,medoid_total_within_distance,medoid_mean_within_distance,coverage_median,ncpr_median,fcr_median,top_position_1,top_position_1_count,top_position_1_fraction,top_position_2,top_position_2_count,top_position_2_fraction,top_signature_1,top_signature_1_count,top_signature_1_fraction,top_signature_2,top_signature_2_count,top_signature_2_fraction
SEG_intermediate,global,cluster_pam_k4,0,1302,Q9UJK0,312,0.0,0.0,0.0,,,none detected,0,0.0,none detected,0,0.0,none detected,0,0.0,none detected,0,0.0
SEG_intermediate,global,cluster_pam_k4,1,322,Q9Y2U8,911,15.608555599033025,21.2285772828327,0.04622677215344419,,,distal-terminal,124,0.38509316770186336,domain-adjacent,84,0.2608695652173913,disorder rich spacer region,91,0.2826086956521739,acidic region,71,0.2204968944099379
SEG_intermediate,global,cluster_pam_k4,2,156,Q8NDF8,572,12.383617322393878,17.832011752810214,0.16043139298782805,,,distal-terminal,121,0.7756410256410257,domain-adjacent,72,0.46153846153846156,disorder rich spacer region,106,0.6794871794871795,acidic region,61,0.391025641025641
SEG_intermediate,global,cluster_pam_k4,3,144,A0A140T8Y2,407,10.545411690236971,14.498047159131573,0.09511071963902153,,,distal-terminal,90,0.625,domain-adjacent,48,0.3333333333333333,disorder rich spacer region,54,0.375,acidic region,43,0.2986111111111111
