method,primary_class,rna_primary_class,observed_n,class_n,method_superclass_n,method_n,observed_fraction,background_fraction,fold_enrichment,log2_fold_enrichment,abs_log2_fold
fLPS_strict,interdomain_linker,snRNA,57,744,441,8099,0.07661290322580645,0.05445116681071737,1.407002048131081,0.49262442866428435,0.49262442866428435
fLPS_strict,interdomain_linker,snoRNA,11,744,185,8099,0.01478494623655914,0.02284232621311273,0.6472609706480675,-0.627580581821952,0.627580581821952
fLPS_strict,interdomain_linker,tRNA,21,744,385,8099,0.0282258064516129,0.04753673292999136,0.5937683284457478,-0.7520279527464409,0.7520279527464409
fLPS_strict,interdomain_linker,unknown,197,744,2104,8099,0.2647849462365591,0.2597851586615632,1.019245855308884,0.02750209022113604,0.02750209022113604
fLPS_strict,unclassified_no_pfam,diverse,34,1322,176,8099,0.02571860816944024,0.02173107791085319,1.183494361160776,0.24305283227044489,0.24305283227044489
fLPS_strict,unclassified_no_pfam,mRNA,551,1322,3504,8099,0.4167927382753404,0.4326460056797136,0.9633574164646067,-0.05385694137261343,0.05385694137261343
fLPS_strict,unclassified_no_pfam,ncRNA,185,1322,603,8099,0.1399394856278366,0.07445363625138907,1.879552063183829,0.9103888782736299,0.9103888782736299
fLPS_strict,unclassified_no_pfam,pre-rRNA,82,1322,497,8099,0.06202723146747353,0.06136560069144339,1.010781786026294,0.015471572713199955,0.015471572713199955
fLPS_strict,unclassified_no_pfam,ribosomal protein,11,1322,204,8099,0.00832072617246596,0.0251882948512162,0.3303409866215775,-1.5979721136767961,1.5979721136767961
fLPS_strict,unclassified_no_pfam,snRNA,126,1322,441,8099,0.09531013615733737,0.05445116681071737,1.750378214826021,0.8076666875997981,0.8076666875997981
fLPS_strict,unclassified_no_pfam,snoRNA,25,1322,185,8099,0.018910741301059,0.02284232621311273,0.8278815880933885,-0.2725036610841849,0.2725036610841849
fLPS_strict,unclassified_no_pfam,tRNA,55,1322,385,8099,0.0416036308623298,0.04753673292999136,0.8751891074130105,-0.19233331240020193,0.19233331240020193
fLPS_strict,unclassified_no_pfam,unknown,253,1322,2104,8099,0.1913767019667171,0.2597851586615632,0.7366729606599058,-0.4409038049405898,0.4409038049405898
