rna_class,0,1,2,3,4
mRNA,0.29411764705882354,0.12352941176470589,0.1588235294117647,0.17647058823529413,0.24705882352941178
tRNA,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
pre-rRNA,0.07142857142857142,0.9285714285714286,0.0,0.0,0.0
snRNA,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.3157894736842105,0.42105263157894735
snoRNA,0.1,0.6,0.3,0.0,0.0
ncRNA,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.35714285714285715,0.07142857142857142
ribosomal protein,0.0,0.25,0.25,0.5,0.0
diverse,0.5,0.0,0.0,0.5,0.0
unknown,0.2833333333333333,0.3,0.13333333333333333,0.2,0.08333333333333333
