method,analysis,cluster_column,cluster_id,cluster_n,medoid_protein_id,medoid_protein_length,medoid_total_within_distance,medoid_mean_within_distance,coverage_median,ncpr_median,fcr_median,top_position_1,top_position_1_count,top_position_1_fraction,top_position_2,top_position_2_count,top_position_2_fraction,top_signature_1,top_signature_1_count,top_signature_1_fraction,top_signature_2,top_signature_2_count,top_signature_2_fraction
SEG_intermediate,carriers,cluster_pam_k5,0,250,Q8IWZ8,645,19.303132527648035,29.10414436521146,0.06508634734441186,0.0,0.08856209150326796,distal-terminal,157,0.628,domain-adjacent,62,0.248,disorder rich spacer region,199,0.796,aromatic sticker region,61,0.244
SEG_intermediate,carriers,cluster_pam_k5,1,119,A6NDY0,278,8.235488784463588,12.0307113611274,0.04790419161676647,-0.5161290322580645,0.6428571428571429,distal-terminal,65,0.5462184873949579,domain-adjacent,22,0.18487394957983194,acidic region,118,0.9915966386554622,disorder rich spacer region,12,0.10084033613445378
SEG_intermediate,carriers,cluster_pam_k5,2,99,Q8WW36,166,9.13531425166119,13.113723580020318,0.1471861471861472,0.09859154929577464,0.17937219730941703,domain-adjacent,65,0.6565656565656566,distal-terminal,30,0.30303030303030304,rg rgg repeat region,66,0.6666666666666666,gs rich neutral region,30,0.30303030303030304
SEG_intermediate,carriers,cluster_pam_k5,3,80,Q8WXF0,261,8.535500172853366,11.953995636498846,0.1840254123164182,0.26056003796867583,0.43339130434782613,domain-adjacent,48,0.6,distal-terminal,34,0.425,sr rs repeat region,70,0.875,disorder rich spacer region,20,0.25
SEG_intermediate,carriers,cluster_pam_k5,4,74,Q9UI10,523,6.36686493748479,9.327154643400057,0.05599809368191721,0.23887147335423198,0.6582313681868743,distal-terminal,49,0.6621621621621622,domain-edge,8,0.10810810810810811,basic enriched region,50,0.6756756756756757,arginine rich rna contact region,21,0.28378378378378377
