rna_class,0,1,2,3,4
mRNA,0.34408602150537637,0.2623655913978495,0.07096774193548387,0.13763440860215054,0.18494623655913978
tRNA,0.13725490196078433,0.21568627450980393,0.11764705882352941,0.1568627450980392,0.37254901960784315
pre-rRNA,0.05970149253731343,0.3283582089552239,0.3283582089552239,0.16417910447761194,0.11940298507462686
snRNA,0.1724137931034483,0.3793103448275862,0.08620689655172414,0.15517241379310345,0.20689655172413793
snoRNA,0.13793103448275862,0.5172413793103449,0.13793103448275862,0.13793103448275862,0.06896551724137931
ncRNA,0.2923076923076923,0.26153846153846155,0.1076923076923077,0.09230769230769231,0.24615384615384617
ribosomal protein,0.3333333333333333,0.047619047619047616,0.047619047619047616,0.5238095238095238,0.047619047619047616
diverse,0.23809523809523808,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.5238095238095238
unknown,0.24242424242424243,0.30303030303030304,0.09956709956709957,0.1341991341991342,0.22077922077922077
