rna_class,0,1,2,3,4
mRNA,0.28952772073921973,0.19096509240246407,0.20944558521560575,0.23203285420944558,0.07802874743326489
tRNA,0.27450980392156865,0.2549019607843137,0.23529411764705882,0.13725490196078433,0.09803921568627451
pre-rRNA,0.14634146341463414,0.3780487804878049,0.036585365853658534,0.07317073170731707,0.36585365853658536
snRNA,0.18333333333333332,0.3333333333333333,0.18333333333333332,0.13333333333333333,0.16666666666666666
snoRNA,0.27586206896551724,0.3448275862068966,0.10344827586206896,0.034482758620689655,0.2413793103448276
ncRNA,0.3188405797101449,0.18840579710144928,0.17391304347826086,0.18840579710144928,0.13043478260869565
ribosomal protein,0.06521739130434782,0.06521739130434782,0.13043478260869565,0.043478260869565216,0.6956521739130435
diverse,0.4666666666666667,0.06666666666666667,0.0,0.26666666666666666,0.2
unknown,0.32407407407407407,0.24074074074074073,0.1111111111111111,0.22685185185185186,0.09722222222222222
